x,y,z
12.11859196431514,7.6154738,-2.461236437735414
12.47649455123042,5.315066,2.802164342631876
12.28302975415765,7.2215011,3.840395346637866
12.6035103337569,7.4350576,0.7499019315103281
12.59233097162874,6.9024041,1.58266694568366
9.170671644741342,7.8587272,-7.548413003694031
7.499220844486467,6.1167412,-8.970073151074059
6.873346441082563,6.4198197,-9.379098714741072
12.60571762390125,6.4323333,0.9234952281768715
11.22594270056493,6.8198339,6.769349413616706
12.26382314798019,8.6497242,-1.910869183137661
12.36004534014001,7.9441045,3.481090633649632
12.01615532366465,8.681077,-2.797925123652477
6.714696746487801,5.7697423,11.85173229923399
3.304280786295131,7.6189472,13.49855980819142
2.653169360385942,9.302664800000001,-10.91620118654421
12.19842511334584,7.9618857,-2.171515782602929
10.99689764740181,8.512680899999999,7.203710559327638
4.539848055749092,5.8851453,13.03399338770398
6.432738116340619,7.9097714,12.03500660642023
9.999736205970493,8.7581986,8.746227804659725
4.721115012231837,8.631316099999999,-10.40030306920328
-3.333361805486485,7.5709412,-10.14448217918115
10.72784824485549,7.2707084,-5.569643461241568
12.59773191290215,8.025808700000001,1.451705156237597
3.711087286189823,7.6383578,-10.70424540284275
10.56069571995078,9.236595599999999,-5.828032457065871
10.37901344290019,7.6137965,-6.093384954366257
-6.247544098841557,6.4686972,13.17363248056625
5.641237916654979,7.1112671,-10.03036376098565
4.955068602567211,7.2769875,-10.31497448876402
-2.928612189009425,8.2313428,14.04062471852252
-4.534166297351584,7.5443324,13.72672773926696
9.975704754154494,7.9388434,8.778169436616013
3.717706044425122,10.0896,-10.70258360290845
10.81728370828417,8.6208653,-5.425188975924227
-3.106848095553985,8.2789968,-10.24006327671624
5.399317838268499,8.898638099999999,-10.13669531362937
6.120873847917248,9.0930055,-9.799362660289837
7.008250900683918,8.161593,11.65009693835476
7.700678176463069,6.7167685,-8.825753487524191
12.43297561853198,6.8035101,3.082506387501773
1.224536168085516,7.9220685,13.9964353027137
12.05857207759277,8.341710600000001,4.685809263030231
9.872702656004908,7.0293091,-6.76110235657719
9.963852613708038,7.2036834,-6.647866205956879
8.155875418063982,7.7441104,-8.474764622396286
9.305239339242814,7.2614913,-7.40808725916535
12.21451986119201,6.7424513,4.124217327026551
12.57226383029771,7.4951974,0.0770612184436304
3.89505546612849,5.5101772,-10.65646559210804
2.69433686297692,9.675566099999999,13.679891525842
11.82534572939284,7.0493384,-3.348899900016515
12.3447018955381,8.548159699999999,3.556848987558808
-5.09351691524989,6.342415,13.57187901044153
7.687781796146929,7.2268312,11.13732912572992
0.5450100358123686,8.2995891,14.08796175146937
2.56392864540167,6.5152929,-10.929288444418
-6.099612363944645,7.3512443,-8.382067242608688
12.2000942758929,7.4953531,4.180599467699012
8.266315790917385,7.7855685,-8.38407683974985
12.53376538253725,7.2684762,-0.348159870621037
12.59878793832652,7.1300347,0.5727492689459504
12.29786258014184,7.0014753,3.774946039342435
4.048849180627577,7.3607701,-10.61397288071396
8.873120513205937,6.9456904,10.06050991342507
12.54284207577322,5.5783689,2.258183542631755
12.60273668093106,8.5150375,0.7131848015169733
7.287318236011752,7.9625918,-9.115036638823266
6.954704444595416,8.784231699999999,11.68772716349611
12.44808563859326,7.2764145,-0.9875868439019332
12.33591601160659,7.950223,-1.591071263202319
12.53671178285742,6.3630119,2.317964260631292
11.91704206225374,6.653421,-3.09464695506211
12.59047138717432,7.132051,0.3731571368001142
12.31700661918125,8.367513900000001,-1.67887544298118
12.39418590720063,6.8821116,-1.298306472967467
5.560173423954609,7.2923664,12.54273205906707
12.43633811689994,8.214343,3.062227144112882
-2.073791842853636,8.565515700000001,-10.60147315954315
3.132784579633956,7.6286671,13.55262929389009
