ATL,0,934,586.3717573520261,542,1209.925898152989,1942,605,751,2188.247488002818,2142.168388222274,424
MSY,934,0,861.4174001449541,392.3727048683629,1780.716207903331,2615.303910781858,1252,183.3019466853729,2527.333259404073,2722.645586088192,1356
MIA,586.3717573520261,861.4174001449541,0,602.0851192104504,919.9283167502418,1755.824278232613,1187.676655415986,726.7556815535786,1747.905816489336,1867.697743080472,830.9674108050829
DCA,542,392.3727048683629,602.0851192104504,0,1497.042676330327,2309.9667982294,921.9999999999999,209.1355254346547,2345.489693057735,2452.019352283694,964
JFK,1209.925898152989,1780.716207903331,919.9283167502418,1497.042676330327,0,844.7751951178792,1723.649813338347,1643.715036800602,1030.953605602152,956.431899132192,1080.037350752889
BOS,1942,2615.303910781858,1755.824278232613,2309.9667982294,844.7751951178792,0,2345,2470.491750247513,996.2864913841756,353.5863718321309,1679
ORD,605,1252,1187.676655415986,921.9999999999999,1723.649813338347,2345,0,1092,2738.787152874543,2596.613256435931,669
DEN,751,183.3019466853729,726.7556815535786,209.1355254346547,1643.715036800602,2470.491750247513,1092,0,2437.482743335273,2593.411554101809,1173
LAX,2188.247488002818,2527.333259404073,1747.905816489336,2345.489693057735,1030.953605602152,996.2864913841756,2738.787152874543,2437.482743335273,0,714.4262578488242,2108.522484762883
SFO,2142.168388222274,2722.645586088192,1867.697743080472,2452.019352283694,956.431899132192,353.5863718321309,2596.613256435931,2593.411554101809,714.4262578488242,0,1928.520003396079
SEA,424,1356,830.9674108050829,964,1080.037350752889,1679,669,1173,2108.522484762883,1928.520003396079,0
