id,v0,v1,v2
1,-5.214647,7.087974,6.729247
1,-0.4217615,8.426638,7.896089
1,-6.134601,5.686436,6.088567
1,6.212569,8.307839,2.362335
1,6.344604,7.664955,0.5323865
1,0.09867302,6.992156,7.840777
1,2.261138,8.088781,7.203263
1,6.319323,6.770813,1.717501
1,3.03939,6.589591,6.782867
1,5.188841,7.283918,-2.624659
1,-2.593684,7.969614,7.754495
1,0.7576853,7.698147,7.71904
1,-2.493987,7.895625,7.774168
1,-6.348291,9.235868,5.912167
1,5.811158,8.661124,3.604759
1,5.084188,9.415847,4.881474
1,3.233401,10.1336,6.658328
1,-2.671727,5.834501,7.738187
1,-5.586962,6.80106,6.491443
1,-0.3000329,7.474045,7.886303
1,2.959122,8.99169,6.831929
1,-6.183061,8.313372,6.049571
1,4.871536,9.088393,5.161636
1,-7.8515,8.035905,4.251177
1,6.314192,6.764987,0.220085
1,4.037797,7.132615,6.039136
1,4.866675,7.269669,5.167711
1,2.389975,6.966941,-4.60793
1,6.036699,7.196553,3.010704
1,3.487451,7.463429,6.481716
1,5.128315,6.459363,4.819489
1,-3.312319,8.552966,7.573618
1,5.381252,7.880799,4.433421
1,-2.296213,7.214618,7.809371
1,4.93674,7.142252,5.078796
1,6.356512,7.26593,0.7492985
1,-5.98994,7.693886,6.201601
1,-0.330259,8.197873,7.888911
1,6.353076,7.452645,1.306127
1,0.7391802,7.147566,7.723272
1,2.82888,6.862924,6.908595
1,4.85691,6.987142,5.179873
1,5.657584,8.035364,3.933725
1,-1.239719,8.616025,7.912864
1,-5.292072,8.727537,6.682023
1,4.63017,6.844327,5.447682
1,-7.776487,6.028615,4.357342
1,0.2542167,8.814937,7.817341
1,-5.268034,7.535614,6.696807
1,5.380876,8.71897,4.43404
1,-1.523347,8.209248,7.898946
1,4.738628,8.587521,-3.159172
1,-9.342977,7.790923,-2.589265
1,3.885418,6.894194,6.170687
1,-2.898182,3.924822,7.686316
1,-6.854335,6.854464,5.44446
1,-3.369974,7.406866,7.556063
1,6.350405,6.123195,0.6215449
1,4.233984,6.918638,5.858301
1,4.322963,6.955515,5.77168
1,-0.2396844,7.946362,7.880742
1,1.511782,7.41896,7.504429
1,2.047812,9.7152,7.298597
1,-9.452373,8.323733,-0.30852
1,-9.453995,6.87309,-0.3311654
1,-9.253227,6.825797,-3.051144
1,-6.102497,8.076519,6.114084
1,6.258759,7.557662,2.129656
1,4.954859,8.24042,-2.919076
1,6.050266,8.209733,2.968663
1,-2.841788,6.648304,7.69987
1,3.024167,7.917924,6.792281
1,3.114077,8.100438,6.735939
1,3.632127,6.3264,6.373764
1,-6.966739,7.420432,5.329875
1,-5.306197,7.406685,6.673285
1,3.35405,4.534523,6.57644
1,-1.342129,6.924848,7.909008
1,-8.440894,8.444135,3.276504
1,3.953765,5.767462,6.112599
1,-0.3533913,7.464577,-4.622601
1,-5.600283,7.198775,6.48242
1,-1.138683,6.957302,-4.305837
1,1.28762,5.885861,7.577024
1,3.140525,7.719961,6.719019
1,4.439922,8.120649,5.653091
1,5.843908,8.567449,3.528124
1,-1.999807,7.14392,7.852705
1,-6.998282,8.320347,5.296949
1,-1.641686,8.000756,7.890141
1,-0.6371227,7.255327,7.908746
1,3.545277,8.370231,6.439237
1,-5.057813,8.143913,6.82147
1,-1.78854,7.325451,7.876755
1,3.231971,5.134089,-4.275558
1,0.01441758,9.135858,7.852132
1,-1.049889,8.435575,7.916518
1,5.229371,8.210316,4.671893
1,2.998831,7.019181,6.807834
1,5.822186,7.044617,3.579247
2,6.816431,13.0106,-9.413507
2,2.258016,11.6527,-10.96859
2,10.02341,13.3729,-6.57233
2,5.269235,12.7105,12.69348
2,-7.648515,14.39,12.53593
2,7.442239,11.1856,11.33041
2,10.86127,11.5364,-5.35243
2,9.757932,11.431,-6.899766
2,12.5397,12.56,-0.2918593
2,10.51895,13.487,-5.890367
2,6.102246,14.8977,12.23754
2,6.818431,12.7395,-9.412306
2,11.08051,12.5767,7.04968
2,-4.953644,11.477,-9.263149
2,11.3701,12.72,-4.412274
2,0.2917241,12.1059,14.11349
2,10.3595,12.8095,-6.120998
2,11.82965,12.9051,-3.337344
2,10.79511,13.9574,-5.461436
2,1.295263,12.272,-11.03665
2,10.50308,12.2604,8.02649
2,12.04191,11.407,-2.716466
2,10.55734,11.8282,-5.83307
2,-2.01274,12.4,14.13603
2,-2.751551,13.5522,-10.37782
2,7.954237,12.972,10.91708
2,-0.5475183,14.5289,14.16522
2,12.02705,13.5027,-2.763716
2,6.831425,11.9477,-9.404486
2,-0.8916425,13.3026,14.17198
2,6.0381,13.316,-9.841197
2,12.53962,11.9688,2.289983
2,5.802785,12.4112,-9.955607
2,-2.79467,12.1679,14.05831
2,12.59533,12.157,1.514001
2,11.34797,10.741,6.520481
2,11.41409,11.154,-4.32069
2,-0.9913121,11.2822,14.17237
2,12.04231,11.511,4.739192
2,12.54124,12.9403,-0.2768379
2,12.60211,13.5456,0.6866032
2,9.9286,11.326,-6.691996
