200,2
1,9.598730241415801,-4.547560420223421
1,7.361764993819019,0.03020430230978191
1,9.923855223871943,-5.805173547742434
1,-0.899713242449898,1.697777647977403
1,-2.274929227069459,0.5905081328968146
1,7.279773921934466,0.2497584344863641
1,5.27397911752009,1.639360439079383
1,-1.17005058574736,1.218304208104008
1,4.766114145750595,1.823788637833706
1,-3.953662713636336,-2.315273249230849
1,8.647001235882975,-1.786934103455953
1,6.65367197462203,0.7571058803383799
1,8.616372031983717,-1.705145528159722
1,9.237233497576399,-5.712623371574439
1,0.2375830243755861,2.199573899327508
1,1.520728015222233,2.512401044955157
1,3.875270782409818,2.263769338149562
1,9.089505186573033,-2.078976913522355
1,9.693383823670613,-5.014040110808672
1,7.462992687500377,0.0195256728516062
1,4.393276579723019,2.041426489066038
1,9.420622368607281,-5.594585700330631
1,1.928544404985422,2.488783674165826
1,9.084012481930069,-8.038017828301443
1,-2.326681077805095,0.2785937775046084
1,3.484643691224143,2.188528362638807
1,2.283857069609731,2.300183879842813
1,-3.745451118373141,-5.753336477383214
1,-0.07875869859722721,1.851281702157078
1,4.095845723416177,2.07319984625599
1,2.011284788592921,2.201216879873595
1,8.827928276621437,-2.395692309021885
1,1.287983285198358,2.303344564578376
1,8.654774490496417,-1.600692745299013
1,2.197101678954356,2.285679668592763
1,-2.037663945630346,0.6938028052535506
1,9.540632492709523,-5.414396484984265
1,7.344841957412901,0.07282842901049116
1,-1.639622214112924,1.058247076814118
1,6.773346132776918,0.6883198066957649
1,4.938069664654761,1.767695488043241
1,2.353173805522342,2.270916796349736
1,0.7046895342308013,2.221227390456703
1,7.831027723581703,-0.5728679701371467
1,9.295308176775851,-4.466939005135911
1,2.724599065380233,2.247829652386452
1,9.504876047231384,-8.12183674787329
1,6.81950639079911,0.5445822999316036
1,9.520150599615702,-4.562719144173236
1,1.128460301362875,2.39037098960467
1,8.068762311553673,-0.8433096979631428
1,-4.346176311938482,-2.862387204247827
1,4.725934957627221,-13.48984639811435
1,3.723944748371344,2.127995320877295
1,9.550697372644336,-2.48473595486852
1,9.634568112949449,-6.643430165854081
1,9.068125841884036,-2.570156198930711
1,-1.914573840653222,0.4907738900346068
1,3.267243888104879,2.205275422619723
1,3.139472690547921,2.223885157700466
1,7.332057821093835,0.111756222514034
1,6.086656967872072,1.177881240725578
1,5.165405238267844,1.702443371481679
1,6.458031308784923,-12.09494694317696
1,6.718765082563712,-12.26079930940396
1,4.498338525322611,-13.80891206751044
1,9.467407962501412,-5.516496718229051
1,-0.9644932320522737,1.510419671087675
1,-4.223879468830188,-2.581060588450786
1,-0.3132022392499417,1.940612461085051
1,9.006617249807626,-2.150147691824296
1,4.52864580657969,1.955651673886374
1,4.395946393779912,2.008996376347024
1,4.142415411647352,1.999851828942911
1,9.505219672069806,-6.743302401611862
1,9.54953878503534,-4.620323583732216
1,4.809498620623924,1.72531383507909
1,8.212989409989264,-0.8299547379444271
1,8.605236608184056,-9.060618069421128
1,3.853156693104682,2.027767631982799
1,-2.20027297582873,-7.834559588206019
1,9.618379627803428,-4.988736780724118
1,-1.384941517043407,-8.29725818745511
1,6.570969233486646,0.8906831562751613
1,4.439640686698469,1.979442271244987
1,2.754390344911088,2.361207874576019
1,0.1763631107484161,2.167352038922715
1,8.523428145769239,-1.351511405470978
1,9.326653603592003,-6.694946904914828
1,8.173040024180828,-0.9620393137976856
1,7.725151718761384,-0.2500886461028101
1,3.854751348207375,2.185485033221339
1,9.373940195782378,-4.259042644828096
1,8.380173627403233,-1.154120506555344
1,-3.644345780312864,-5.084066771600519
1,6.929502945141992,0.4139623471092382
1,7.75406624148605,-0.4423525805596794
1,1.501302656199526,2.368872815219603
1,4.727765577120747,1.85253788327733
1,0.5201854293193817,2.024520103241461
2,-11.291195658016,-4.70101757176933
2,-9.492694502947025,-9.341727383739791
2,-11.08870974267055,-0.4065695765951085
2,6.835549892252212,7.875945922522279
2,14.1696570757811,-2.04804751145706
2,4.762085624371329,8.548703913696201
2,-10.29638875112202,0.8133865690324317
2,-10.81149006884485,-1.017966020701124
2,-7.579512151781279,5.379165273049732
2,-10.88019631844519,0.4147559682666089
2,5.562447967267234,8.462900106661632
2,-11.23964340796511,-4.726836427424955
2,-1.012840319892788,8.836101176656003
2,-3.795127549335036,-13.87753909522562
2,-10.10016532847481,1.917158321446904
2,11.04872865150937,4.84687791650528
2,-10.83347401745394,0.07702841584897425
2,-9.578919024875512,2.963394367106398
2,-10.80386682742477,0.9451871431367465
2,-9.084207496272214,-10.0652803892226
2,0.1525199682726719,8.966320279515458
2,-8.939005526459166,3.360064565679961
2,-10.54178879993133,0.3082147035326868
2,12.39741722612871,3.107544259649626
2,-6.381756768660834,-12.65375494592989
2,3.79191007048674,8.872201808397813
2,11.13092078205685,4.480823002788678
2,-9.367312655960907,3.536410387187622
2,-11.09003985401136,-4.794015891405934
2,11.57776869831801,4.091464642496539
2,-11.2125275178198,-5.538949999106591
2,-5.464937161372713,6.930138804382905
2,-10.98658088539233,-5.886401600271864
2,12.85231192665259,2.429637229945841
2,-6.136018209777169,6.508188526749545
2,-1.23319503960522,8.522271073590449
2,-9.756288482450456,1.84598873215101
2,12.02431193869519,3.805008056441688
2,-3.179327272544182,8.027217725808338
2,-7.641495068072207,5.429182042944086
2,-7.046969201986359,6.140745481266905
2,-10.73310225238822,-0.7669868567587146
2,-5.12665868633422,7.01211348135742
2,-9.931853582301441,1.501191491124862
2,-6.258555282234167,6.07492681297355
2,8.251236773847106,-17.63134733977876
2,-11.02656837184904,-0.5840766302307877
2,-11.32677936962433,-3.170023550922839
2,2.462691367363728,9.071604901906014
2,-10.7408692100962,-0.4920533251963401
2,-10.04648686816192,1.115825032141762
2,1.118939634558482,-13.97665677326443
2,-0.918064360640774,8.877768983110464
2,-9.570592976610561,-9.415248270499866
2,-3.251307424661992,7.983812749753312
2,-1.145417190085463,8.554091524300356
2,0.3226035562767273,9.163743428758966
2,-9.526895364750722,2.550297007026935
2,-10.87072342500472,-5.538776020715521
2,-3.075013130161531,8.30785199623217
2,5.463761156096492,8.427200276011552
2,-9.991962972047723,-8.576710049400528
2,-5.873726185491595,-12.94407224207847
2,-10.46646921476122,-7.366183663561901
2,-10.93372869856255,-3.344190510653989
2,11.11191909743116,4.76786040928454
2,4.155165516218115,-12.61436399439795
2,-9.516772751686403,2.660912956393276
2,-9.998339413500791,1.609313395377847
2,-11.24896972969677,-1.119385685657464
2,-11.10454327713861,-3.373229384605765
2,-10.74796480208756,-6.283792687460611
2,7.463738051839795,7.560159856631198
2,-3.003861289262813,7.960151730233489
2,-11.19293686480871,-4.097206656364519
2,-11.67732881076759,-2.263268920675342
2,-11.24374501892173,-2.540115861148106
2,0.04821866744644006,9.064634775169294
2,-8.567927505289472,4.334181327540991
2,-6.054952496605364,7.111368325826219
2,-11.44851922430052,-1.801992983827056
2,-11.00640137924674,-5.639714135487311
2,5.864181075424765,8.260974812871041
2,-9.63447880153117,2.902526576249495
2,4.166387797802558,8.736304509957607
2,-3.258670417574036,8.091650457267487
2,-11.43088071829517,-3.633700492296045
2,7.900950076610902,7.32728317463468
2,-6.568134676000243,6.497603626483374
2,0.6059499747631968,8.94687496853537
2,-11.00796674572219,-4.86113169157961
2,-8.834234655526993,3.517482763118826
2,-4.481503628104901,7.36814924903197
2,-6.275475146476936,6.609949354246538
2,-8.614754442041772,4.133739497592789
2,-11.25593988425685,-5.342046119703952
2,1.254768059017146,9.056364963306656
2,-10.98608942481494,-2.373413073771629
2,-11.15379078854498,-2.183098613244258
2,-10.63399100268625,1.334088989096039
