59,2
Augsburg,87.99328040625389,20.07052805970588
Bielefeld,-57.60628645531456,5.484023004564826
Bochum,-48.80893669924667,-29.26661205825687
Bremen,-93.87284722786421,24.15851281636327
Darmstadt,19.59414326704204,-15.51820665524698
Essen,-49.22010087115852,-34.34902723450291
Freiburg,77.70497617861149,-56.02908295191151
Giessen,-8.566036563959377,-8.51790152720714
Hamburg,-104.0429346831254,54.10128024277758
Hannover,-62.41941119449109,35.97719978634877
Heilbronn,50.49979849643012,-12.90277651047207
Kaiserslautern,29.90084735437645,-41.34013243269673
Karlsruhe,48.44266336117855,-31.03474262105461
Kassel,-26.83987640938425,18.53883104167047
Kempten,107.6398579508721,-2.178336872764368
Koblenz,-5.539442247272619,-34.34114158034918
Koeln,-33.4224459870508,-40.93948246632317
Landshut,89.0862134628394,53.03726125142239
Lichtenfels,27.5507648195942,41.48786471850639
Mainz,11.07922670496654,-23.48665668902972
Muenchen,101.0402027892058,32.98477663766147
Muenster,-62.13566372480641,-14.02199508090333
Neuss,-43.4493454317774,-43.27642224418256
Nuernburg,51.86465054146972,35.58574974982123
Oldenburg,-100.3266858276113,12.4816995812201
Regensburg,72.87739440681982,54.54530130699661
Rendsburg,-129.0425321167515,53.95940650793525
Stuttgart,61.07710729652634,-15.9227994486974
Ulm,81.4041394501259,-3.007236595049512
Wuerzburg,30.71529004404644,12.50535654368126
Aachen,-31.90783455301513,-61.13121226354185
Ansbach,49.66958449845268,20.61305176092176
Aschaffenburg,19.31828145151109,-9.199670411880799
Bamberg,33.18358935120986,35.71973783050984
Bayreuth,36.20361228943518,46.29704663060605
Bonn,-22.98306809472006,-40.80023728286541
Braunschweig,-52.66968784098772,51.91278557822199
Bremen,-101.4275045383505,23.1956250133895
Coburg,22.1938021035095,40.93745536313677
Dortmund,-47.02503482814149,-19.37632924560346
Duesseldorf,-43.58727633954287,-40.11715412249946
Duisburg,-50.18036012274771,-41.35458946531189
Erlangen,46.50768782538503,35.03534039445159
Frankfurt,10.66543398167011,-14.00885232398046
Fulda,3.10551956841464,14.14869895563639
Fuerth,50.07943439467225,32.97557670781546
Gelsen-Kirchen,-52.51729990060709,-31.32769002058529
Gummersburg,-30.54035395659095,-27.20290554454387
Hagen,-43.31535735108878,-24.59536105392269
Hersbruck,53.23738824066305,40.39361738622858
Ingolstadt,74.11745830101681,33.39199798249646
Kiel,-128.2202037729278,64.12423686042732
Mannheim,32.37046093723215,-25.40586091651582
Marburg,-15.70952970253384,-4.398374153934862
Offenburg,61.49484284689962,-47.24093312568962
Osnabrueck,-70.92907065379744,-1.111689330024589
Reutlingen,69.73126904205959,-18.39372730724539
Saarbruecken,26.60759115200474,-60.15912453072208
Siegen,-20.65138541962983,-21.7066976450014
