id,v0,v1,v2,v3
0,13.07790538747193,14.31950796656822,13.4917503462342,-4.156394984560054
89,10.69554904534991,29.50710885103442,-7.293985350491876,-19.56149201106635
98,-1.872107453788227,-6.170183161955812,4.704275203801378,-28.416563396617
27,17.23418980886146,2.580275704203921,27.67019144761534,-29.06022919669534
39,19.11563398846473,16.64797779270583,8.439115557586939,-45.78150200023993
21,21.59082513288754,24.93948456561363,21.3899323551122,-31.01018697746075
80,5.858712673184105,11.71282626159207,2.919114366320294,-44.63429870234249
78,6.739540775554894,4.209063867861671,26.21783014544222,-20.92165712727459
67,2.898813674354416,-4.253991564994371,17.68518233409458,-22.70307410481936
60,-1.265734645928551,21.18191925687479,-3.261755806509673,-17.91887898746869
26,25.83767243895362,-1.236382519396843,19.01983271456659,-25.09860209434425
81,23.06308272493468,3.462740608657216,1.369367058645777,-43.57038618395761
41,3.643625834816818,3.730236471765217,19.59868680209751,-11.95953961244246
44,33.60955719862395,2.915288711368457,6.140499489666533,-29.44862130657934
43,32.60976074915666,21.70545192502109,5.848888641409392,-25.73637899272719
72,2.672245949998573,13.60502933785252,24.76047257201223,-20.31704620244017
73,9.30409970477886,-2.888042419784616,18.93309628748404,-34.71135590931573
63,14.33621217231479,4.51212441876133,18.06396380135767,-44.03270441053013
52,29.90561507101132,9.616423460249965,17.65509766186989,-35.23758231015741
55,21.9976968589548,18.18258061250355,-11.71086146758284,-23.85821623696994
92,1.856706508055558,11.69288526463189,-8.874344219964708,-35.28991307870277
70,18.21036809165919,18.60287529222704,15.24513724759811,-6.721541809615616
10,-4.069540234774762,4.56596629827689,2.669967976272019,-32.68713183627356
93,21.92584025039174,-0.3827407885775717,-11.2249060538977,-20.22808369889982
85,0.9528089484387089,12.81911123317013,-10.89074405038496,-24.66283712601388
13,18.77984419976569,-4.056364637700741,-4.749162891082808,-14.17243909767673
94,31.44125282088423,17.01436701083732,17.1767041274604,-20.72599669817262
42,-0.5417138833009677,6.312457070260518,-2.107135126497295,-14.9780667712175
49,21.90263248208445,-8.079869813757949,-1.069009700777629,-26.67162557362819
25,23.33100847279337,20.02451429486964,-6.386384731966222,-38.61271930899069
22,9.287229591136803,0.3365139352450015,-7.330990288832638,-38.13293775180563
