ATL,0,934,585,542,1209,1942,605,751,2181,2139,424
MSY,934,0,853.9191455742385,392.1016990859083,1900.43960937869,2725.50163051124,1258.150964213857,183.0366417360499,2688.609751917318,2850.355999899582,1356
MIA,585,853.9191455742385,0,589.2379143285812,1790.081189591622,2488.575728700256,1186.635402992203,715.8840828958314,2765.255709320444,2706.827346927157,830
DCA,542,392.1016990859083,589.2379143285812,0,1584.411657703113,2387.018951609698,931.4300974320012,209.0651177042687,2450.700755466128,2538.492513410946,964
JFK,1209,1900.43960937869,1790.081189591622,1584.411657703113,0,843.9227204488174,653.089485031705,1749.149791999332,1023.554805516994,954.177422824994,1079
BOS,1942,2725.50163051124,2488.575728700256,2387.018951609698,843.9227204488174,0,1467.35316701668,2565.649821777154,990.9527022173119,348.1859654176613,1679
ORD,605,1258.150964213857,1186.635402992203,931.4300974320012,653.089485031705,1467.35316701668,0,1100.390784868727,1579.663899125311,1607.069056072742,669
DEN,751,183.0366417360499,715.8840828958314,209.0651177042687,1749.149791999332,2565.649821777154,1100.390784868727,0,2572.943074900641,2702.24056661259,1173
LAX,2181,2688.609751917318,2765.255709320444,2450.700755466128,1023.554805516994,990.9527022173119,1579.663899125311,2572.943074900641,0,712.2035188869102,2101
SFO,2139,2850.355999899582,2706.827346927157,2538.492513410946,954.177422824994,348.1859654176613,1607.069056072742,2702.24056661259,712.2035188869102,0,1925
SEA,424,1356,830,964,1079,1679,669,1173,2101,1925,0
