11,3
ATL,0,0,0
MSY,424,0,0
MIA,115.8490566037736,593.8046783951905,0
DCA,-537.4481132075472,-55.37956218246916,42.97242955809685
JFK,-745.4622641509434,-75.5431905414295,50.79605387990625
BOS,-927.5990566037735,-96.15960679228787,51.66546437749202
ORD,-196.814858490566,-551.6269848252441,28.34464517420597
DEN,562.7547169811321,-1070.564322227369,33.46400320731549
LAX,1335.022405660377,-1406.993101668735,97.20899259518326
SFO,1237.584905660377,-1746.564285398909,82.3541240582811
SEA,615.9622641509434,-2095.992491283632,125.8293859768935
