59,2
Augsburg,-87.68049432523006,-19.7852268283718
Bielefeld,57.46471412000775,-5.37651170599443
Bochum,48.55010645470252,28.93447740427579
Bremen,93.62701191322525,-23.98679543057501
Darmstadt,-19.3908413356937,15.53702418127393
Essen,49.01249453288937,34.13018709796317
Freiburg,-77.38760274371454,55.797366938212
Giessen,8.565630995719047,8.344774954016879
Hamburg,103.8351698480232,-53.70835092186692
Hannover,62.14647994262106,-35.83422409595679
Heilbronn,-50.22658979545437,12.8257457886126
Kaiserslautern,-29.73440654014342,41.12931771166689
Karlsruhe,-48.23807282762385,30.86422019013422
Kassel,26.65976785547327,-18.41390767650686
Kempten,-107.2549305587705,2.45276920864578
Koblenz,5.620011455152272,34.07803973809372
Koeln,33.29890059362567,40.48598549466696
Landshut,-88.77737177623932,-52.81078545518317
Lichtenfels,-27.56565463681464,-41.20965109191113
Mainz,-11.0284082826268,23.31406752943738
Muenchen,-100.6819732701638,-32.81725205299412
Muenster,61.87207943020821,13.92954932004343
Neuss,43.22098797466093,42.82033955797431
Nuernburg,-51.62969097048307,-35.28895306941114
Oldenburg,99.9724514045938,-12.44857133255809
Regensburg,-72.60650846757895,-54.34004964242109
Rendsburg,128.777585093619,-53.77789526312009
Stuttgart,-60.78111697315983,15.84607264819067
Ulm,-81.09805751959095,3.029183415062221
Wuerzburg,-30.68944820634109,-12.31226160867882
Aachen,31.83606226791032,60.71967767909525
Ansbach,-49.61212790251372,-20.43269808574793
Aschaffenburg,-19.25954063952044,9.253241624435416
Bamberg,-33.1486651688739,-35.49569731129934
Bayreuth,-36.14551011054635,-45.94651393127858
Bonn,22.91958376787597,40.54044687067265
Braunschweig,52.44294798551083,-51.72189221474424
Bremen,101.089488646019,-23.15809433172164
Coburg,-22.08179911919454,-40.64585494379298
Dortmund,46.83278311151899,19.26294265398803
Duesseldorf,43.45786294688154,39.84692733933043
Duisburg,50.01495021871206,41.12889600542667
Erlangen,-46.36977343912215,-34.93054153141684
Frankfurt,-10.68786980425255,14.01392538744768
Fulda,-3.150662542936243,-14.00278742487565
Fuerth,-49.91103211969094,-32.76585656140589
Gelsen-Kirchen,52.26494396081484,30.99967915112543
Gummersburg,30.45368948837053,26.93785475491924
Hagen,43.10314916402979,24.36220830209195
Hersbruck,-53.01111260416643,-40.1561462942752
Ingolstadt,-73.92758492976951,-33.09225006077429
Kiel,127.9959971229085,-63.66114198157575
Mannheim,-32.15127663698355,25.20709907408233
Marburg,15.65083464818172,4.355350658072749
Offenburg,-61.25977070056287,47.04296424176263
Osnabrueck,70.65994570466013,1.139637866822575
Reutlingen,-69.40531465630437,18.39803978235937
Saarbruecken,-26.47960752849111,59.965118215667
Siegen,20.51497329862242,21.45394484033881
