100,2
0,-1.385,0.2909999999999999
1,2.015,0.1040000000000001
2,1.408,0.2090000000000001
3,1.797,-2.068
4,1.569,-1.289
5,2.447,1.527
6,1.924,-1.193
7,1.416,-2.434
8,0.3490000000000002,-1.644
9,1.761,-0.6499999999999999
10,2.371,1.797
11,-1.579,-1.916
12,0.4849999999999999,-1.269
13,-2.235,1.82
14,0.7610000000000001,1.711
15,-1.727,0.09799999999999986
16,2.166,1.592
17,2.476,-1.04
18,1.497,0.71
19,1.412,0.09799999999999986
20,-1.627,2.459
21,-0.09200000000000008,-0.7909999999999999
22,2.171,-0.2829999999999999
23,-0.6539999999999999,1.905
24,0.4089999999999998,-0.603
25,-0.823,0.9060000000000001
26,2.495,-1.055
27,-1.15,-0.2839999999999998
28,-2.356,-0.3820000000000001
29,-0.6619999999999999,1.84
30,1.371,0.915
31,-0.845,1.149
32,-0.202,-1.965
33,-1.61,1.494
34,1.56,-2.098
35,-1.336,-2.131
36,1.471,-0.04800000000000004
37,-0.992,-2.301
38,-0.774,-2.471
39,-0.6319999999999999,0.3079999999999998
40,2.351,-1.036
41,1.969,-0.125
42,0.2679999999999998,-2.453
43,2.462,-1.797
44,1.752,-1.851
45,-2.232,2.415
46,1.824,2.136
47,0.2570000000000001,-2.399
48,1.129,-1.277
49,-1.75,-0.05500000000000016
50,-2.118,0.4849999999999999
51,2.329,0.7400000000000002
52,-1.419,-1.474
53,-2.454,-0.3519999999999999
54,-2.425,1.429
55,-0.7989999999999999,1.877
56,0.3820000000000001,-0.7330000000000001
57,1.342,-1.58
58,1.15,2.136
59,-1.851,-2.021
60,-0.06899999999999995,0.004999999999999893
61,-1.85,2.122
62,1.694,-1.659
63,1.083,1.428
64,-0.891,0.5089999999999999
65,1.1,1.72
66,0.02700000000000014,1.352
67,-1.094,1.392
68,2.017,-0.1429999999999998
69,0.4260000000000002,-1.438
70,0.9790000000000001,-0.359
71,-2.435,-1.691
72,-0.8440000000000001,1.153
73,1.799,-0.7549999999999999
74,2.346,1.772
75,1.13,1.087
76,0.4569999999999999,-0.00199999999999978
77,-2.019,1.086
78,2.248,-1.631
79,0.5489999999999999,-1.989
80,-2.135,-2.202
81,-0.2839999999999998,-2.454
82,-1.236,-0.1400000000000001
83,-0.772,2.22
84,0.3090000000000002,2.103
85,-0.005999999999999783,-1.233
86,-0.5289999999999999,2.293
87,0.9369999999999998,-0.994
88,-0.371,-1.631
89,-0.08300000000000018,-0.6220000000000001
90,1.871,0.3639999999999999
91,1.192,-0.5069999999999999
92,-2.398,1.541
93,0.202,1.068
94,1.086,-1.769
95,0.367,1.39
96,0.48,0.266
97,1.02,-0.792
98,0.00199999999999978,-0.1259999999999999
99,-0.359,-1.716
