ATL,0,934,585,542,1209,1942,605,751,2181,2139,424
MSY,934,0,853.9191455742385,392.1016990859083,1773.258658343069,2610.084856517588,1150.50599898659,183.0366417360499,2512.981428983281,2713.439705920698,1356
MIA,585,853.9191455742385,0,589.2379143285812,920.0300509333408,1756.467428087158,315.594174680841,715.8840828958314,1742.485284152574,1866.139894605364,830
DCA,542,392.1016990859083,589.2379143285812,0,1486.719725535079,2302.697899574327,837.297677741974,209.0651177042687,2327.940470428238,2440.241063764361,964
JFK,1209,1773.258658343069,920.0300509333408,1486.719725535079,0,843.9227204488174,653.089485031705,1633.979383920803,1023.554805516994,954.177422824994,1079
BOS,1942,2610.084856517588,1756.467428087158,2302.697899574327,843.9227204488174,0,1467.35316701668,2463.535324057309,990.9527022173119,348.1859654176613,1679
ORD,605,1150.50599898659,315.594174680841,837.297677741974,653.089485031705,1467.35316701668,0,997.3146548198253,1579.663899125311,1607.069056072742,669
DEN,751,183.0366417360499,715.8840828958314,209.0651177042687,1633.979383920803,2463.535324057309,997.3146548198253,0,2420.370721518266,2582.020779072805,1173
LAX,2181,2512.981428983281,1742.485284152574,2327.940470428238,1023.554805516994,990.9527022173119,1579.663899125311,2420.370721518266,0,712.2035188869102,2101
SFO,2139,2713.439705920698,1866.139894605364,2440.241063764361,954.177422824994,348.1859654176613,1607.069056072742,2582.020779072805,712.2035188869102,0,1925
SEA,424,1356,830,964,1079,1679,669,1173,2101,1925,0
