ATL,0,934,586.3717573520261,542,1209.925898152989,1942,605,751,2188.247488002818,2142.168388222274,424
MSY,934,0,861.4174001449541,392.3727048683629,1782.6569906048,2619.141832113579,1252,183.3019466853729,2532.472613618031,2725.769330610535,1356
MIA,586.3717573520261,861.4174001449541,0,602.0851192104504,921.988182758875,1758.960009108362,1187.676655415986,726.7556815535786,1751.982049140134,1870.195725908961,830.9674108050829
DCA,542,392.3727048683629,602.0851192104504,0,1498.962605549752,2313.580738869734,921.9999999999999,209.1355254346547,2350.095886967379,2454.904220362457,964
JFK,1209.925898152989,1782.6569906048,921.988182758875,1498.962605549752,0,844.7751951178792,1723.649813338347,1645.782026710776,1030.953605602152,956.431899132192,1080.037350752889
BOS,1942,2619.141832113579,1758.960009108362,2313.580738869734,844.7751951178792,0,2345,2474.485971053973,996.2864913841756,353.5863718321309,1679
ORD,605,1252,1187.676655415986,921.9999999999999,1723.649813338347,2345,0,1092,2738.787152874543,2596.613256435931,669
DEN,751,183.3019466853729,726.7556815535786,209.1355254346547,1645.782026710776,2474.485971053973,1092,0,2442.721570121384,2596.635620767833,1173
LAX,2188.247488002818,2532.472613618031,1751.982049140134,2350.095886967379,1030.953605602152,996.2864913841756,2738.787152874543,2442.721570121384,0,714.4262578488242,2108.522484762883
SFO,2142.168388222274,2725.769330610535,1870.195725908961,2454.904220362457,956.431899132192,353.5863718321309,2596.613256435931,2596.635620767833,714.4262578488242,0,1928.520003396079
SEA,424,1356,830.9674108050829,964,1080.037350752889,1679,669,1173,2108.522484762883,1928.520003396079,0
