,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,0,0.336,0.452,0.471,0.527,1.117,1.464,1.703,2.562,2.598,2.267,2.096,1.795,3.648,3.741,4.916,8.308,8.238,10.216,10.585,13.734,11.554,14.438,16.586,17.943,18.453,19.618,19.936,19.746,20.091,20.306,20.438,20.500,20.617,20.713,20.825,20.911,20.986,21.011,20.976,20.691,20.680,21.162,21.029,20.973,20.903,20.696,20.570,20.740,20.707,20.674,20.735,20.713,20.596,20.441,20.437,20.375,20.532,20.758,20.667,20.632,20.701,20.247,20.181,20.107,20.141,20.423,20.390,21.194,21.263,21.160,20.986,21.048,21.181,21.219,21.371,21.674,14.110,14.065,13.992,13.243,13.026,13.128,12.781,12.580,12.370,12.294,11.929,11.607,11.567,11.266,10.871,10.704,10.963,10.719,10.401,9.769,10.203,10.285,10.191,9.931,9.586,9.490,9.278,9.119,8.887,9.284,8.269,8.049,8.214,8.379,8.281,8.390,8.858,8.714,7.557,6.779,6.084,6.037,5.429,5.064,4.730,4.052,3.621,3.406,3.114,3.024,2.949,2.545,2.046,2.601,3.009,4.036,3.866,4.031,4.420,4.536,5.111,5.141,5.178,5.837,5.727,7.744,8.393,8.981,10.537,11.478,11.850,13.114,14.010,13.652,12.355,11.765,1.071,1.642,6.667,8.942,14.077,14.578,15.019,15.723,16.134,16.282,16.598,16.865,16.927,17.197,17.198,16.932,16.962,17.740,17.943,17.926,18.055,18.156,18.432,18.707,18.941,19.238,19.467,19.683,19.891,19.965,19.861,19.075,19.770,14.121,13.694,13.308,12.680,12.300,14.812,10.489,10.485,9.530,9.661,9.240,10.616,11.508,9.642
1,0.336,0,0.137,0.408,0.692,0.879,1.181,1.407,2.239,2.365,2.136,2.052,1.997,3.656,3.569,4.737,8.172,8.158,10.111,10.511,13.533,11.308,14.236,16.452,17.808,18.304,19.516,19.833,19.659,20.002,20.230,20.373,20.443,20.561,20.650,20.763,20.837,20.908,20.925,20.889,20.615,20.608,21.085,20.962,20.914,20.851,20.656,20.534,20.690,20.672,20.642,20.699,20.679,20.568,20.424,20.418,20.359,20.506,20.718,20.627,20.593,20.656,20.217,20.157,20.094,20.128,20.398,20.368,21.133,21.199,21.101,20.936,20.993,21.120,21.154,21.296,21.584,14.106,14.071,14.022,13.307,13.082,13.173,12.835,12.654,12.426,12.332,11.972,11.643,11.601,11.318,10.930,10.754,10.998,10.733,10.426,9.825,10.285,10.370,10.281,10.027,9.682,9.587,9.369,9.220,9.008,9.421,8.386,8.157,8.315,8.453,8.347,8.449,8.907,8.796,7.616,6.868,6.160,6.141,5.545,5.151,4.832,4.180,3.719,3.520,3.223,3.059,2.974,2.470,2.128,2.775,3.247,4.353,3.907,4.057,4.420,4.552,5.137,5.183,5.236,5.849,5.717,7.733,8.417,8.964,10.640,11.556,11.921,13.196,14.069,13.663,12.334,11.752,0.792,1.321,6.827,9.125,14.089,14.572,14.994,15.698,16.124,16.287,16.593,16.843,16.893,17.183,17.187,16.954,16.985,17.760,17.951,17.932,18.052,18.139,18.439,18.711,18.934,19.226,19.442,19.650,19.855,19.936,19.838,19.085,19.724,14.091,13.679,13.275,12.665,12.296,14.739,10.430,10.420,9.480,9.564,9.139,10.511,11.380,9.414
1,0.452,0.137,0,0.519,0.827,0.890,1.153,1.364,2.162,2.361,2.184,2.133,2.131,3.748,3.594,4.756,8.208,8.217,10.160,10.572,13.537,11.288,14.240,16.487,17.842,18.333,19.565,19.882,19.714,20.055,20.125,20.271,20.343,20.461,20.549,20.661,20.733,20.803,20.817,20.781,20.510,20.505,20.980,20.860,20.814,20.752,20.562,20.441,20.592,20.579,20.550,20.605,20.586,20.477,20.336,20.330,20.271,20.416,20.623,20.532,20.499,20.559,20.126,20.067,20.008,20.041,20.308,20.278,21.032,21.098,21.001,20.838,20.894,21.019,21.052,21.191,21.475,14.022,13.991,13.950,13.248,13.019,13.106,12.772,12.598,12.364,12.263,11.906,11.574,11.531,11.255,10.869,10.690,10.928,10.657,10.353,9.764,10.232,10.319,10.232,9.981,9.635,9.541,9.321,9.175,8.973,9.391,8.349,8.116,8.271,8.398,8.289,8.389,8.843,8.744,7.557,6.821,6.108,6.100,5.509,5.104,4.791,4.151,3.678,3.487,3.188,2.996,2.907,2.372,2.087,2.770,3.273,4.430,3.844,3.988,4.342,4.479,5.068,5.119,5.178,5.773,5.635,7.649,8.345,8.878,10.597,11.503,11.865,13.144,14.008,13.585,12.413,11.834,0.656,1.192,6.809,9.116,14.011,14.488,14.904,15.608,16.039,16.206,16.509,16.754,16.800,17.096,17.101,16.880,16.911,17.685,17.871,17.852,17.969,18.051,18.359,18.630,18.850,19.140,19.352,19.558,19.762,19.845,19.748,19.006,19.627,13.999,13.592,13.182,12.579,12.213,14.635,10.330,10.320,9.384,9.455,9.028,10.399,11.262,9.280
1,0.471,0.408,0.519,0,0.398,0.689,1.076,1.329,2.243,2.146,1.798,1.662,1.652,3.253,3.270,4.445,7.841,7.790,9.758,10.139,13.265,11.101,13.969,16.120,17.477,17.984,19.162,19.479,19.295,19.640,20.637,20.781,20.850,20.968,21.058,21.170,21.245,21.316,21.332,21.296,21.023,21.016,21.493,21.370,21.321,21.258,21.062,20.939,21.097,21.077,21.047,21.104,21.084,20.972,20.826,20.821,20.761,20.910,21.123,21.032,20.999,21.062,20.622,20.560,20.495,20.529,20.801,20.771,21.540,21.607,21.508,21.342,21.400,21.527,21.561,21.704,21.991,14.505,14.467,14.410,13.682,13.460,13.555,13.214,13.023,12.804,12.717,12.355,12.029,11.988,11.698,11.306,11.134,11.384,11.127,10.816,10.203,10.649,10.733,10.641,10.384,10.039,9.943,9.729,9.573,9.348,9.749,8.729,8.505,8.668,8.821,8.719,8.825,9.287,9.160,7.992,7.228,6.527,6.492,5.888,5.511,5.184,4.514,4.072,3.863,3.569,3.443,3.361,2.877,2.488,3.071,3.473,4.418,4.289,4.445,4.816,4.943,5.526,5.565,5.612,6.242,6.117,8.133,8.807,9.366,10.992,11.923,12.292,13.561,14.445,14.058,11.940,11.356,1.141,1.572,7.136,9.413,14.483,14.972,15.397,16.102,16.525,16.684,16.992,17.246,17.298,17.584,17.588,17.346,17.376,18.152,18.347,18.328,18.451,18.541,18.835,19.108,19.334,19.627,19.845,20.055,20.260,20.340,20.241,19.480,20.130,14.495,14.080,13.679,13.067,12.695,15.146,10.837,10.828,9.887,9.971,9.545,10.917,11.782,9.770
1,0.527,0.692,0.827,0.398,0,1.021,1.426,1.684,2.615,2.389,1.903,1.642,1.305,3.145,3.405,4.582,7.907,7.783,9.781,10.122,13.415,11.317,14.118,16.176,17.535,18.059,19.176,19.494,19.290,19.638,20.832,20.964,21.025,21.143,21.239,21.351,21.438,21.513,21.538,21.503,21.217,21.207,21.689,21.555,21.498,21.428,21.218,21.092,21.264,21.229,21.195,21.257,21.235,21.116,20.958,20.955,20.892,21.052,21.281,21.190,21.155,21.225,20.768,20.700,20.623,20.657,20.943,20.909,21.719,21.789,21.686,21.511,21.574,21.707,21.745,21.898,22.201,14.624,14.576,14.491,13.724,13.512,13.620,13.268,13.054,12.855,12.790,12.422,12.104,12.066,11.754,11.355,11.194,11.461,11.227,10.905,10.256,10.673,10.752,10.654,10.390,10.047,9.949,9.742,9.576,9.325,9.707,8.713,8.500,8.671,8.856,8.762,8.876,9.350,9.184,8.044,7.247,6.562,6.494,5.878,5.536,5.192,4.495,4.091,3.864,3.579,3.531,3.460,3.072,2.537,3.011,3.324,4.122,4.368,4.539,4.936,5.046,5.617,5.640,5.668,6.348,6.245,8.261,8.897,9.499,10.989,11.949,12.327,13.582,14.493,14.160,11.857,11.263,1.481,1.958,7.069,9.314,14.585,15.093,15.539,16.243,16.650,16.792,17.111,17.384,17.448,17.713,17.713,17.435,17.464,18.244,18.452,18.435,18.568,18.673,18.941,19.217,19.455,19.753,19.986,20.204,20.413,20.486,20.380,19.583,20.294,14.642,14.211,13.830,13.197,12.814,15.339,11.015,11.011,10.055,10.187,9.765,11.141,12.029,10.106
1,1.117,0.879,0.890,0.689,1.021,0,0.408,0.666,1.608,1.488,1.335,1.422,2.016,3.054,2.706,3.867,7.326,7.371,9.292,9.728,12.654,10.440,13.357,15.603,16.958,17.445,18.696,19.012,18.855,19.194,20.802,20.968,21.053,21.171,21.250,21.362,21.414,21.477,21.476,21.438,21.188,21.190,21.656,21.554,21.520,21.469,21.299,21.183,21.313,21.322,21.297,21.347,21.329,21.231,21.103,21.095,21.040,21.171,21.357,21.267,21.236,21.287,20.876,20.825,20.781,20.814,21.064,21.039,21.735,21.796,21.706,21.557,21.607,21.721,21.748,21.870,22.126,14.811,14.791,14.776,14.103,13.868,13.946,13.620,13.460,13.214,13.098,12.745,12.407,12.362,12.103,11.722,11.536,11.761,11.470,11.177,10.616,11.100,11.189,11.105,10.857,10.511,10.418,10.195,10.053,9.858,10.280,9.233,8.997,9.150,9.263,9.150,9.244,9.690,9.614,8.414,7.696,6.977,6.983,6.395,5.982,5.674,5.040,4.562,4.375,4.075,3.855,3.759,3.137,2.972,3.653,4.117,5.108,4.699,4.832,5.161,5.313,5.906,5.969,6.039,6.596,6.436,8.441,9.172,9.660,11.475,12.368,12.725,14.011,14.859,14.392,11.624,11.056,1.207,1.337,7.699,10.002,14.818,15.274,15.665,16.370,16.819,17.003,17.295,17.519,17.548,17.870,17.880,17.695,17.728,18.498,18.671,18.650,18.756,18.821,19.159,19.425,19.632,19.916,20.110,20.305,20.504,20.597,20.509,19.807,20.353,14.755,14.368,13.934,13.357,13.004,15.322,11.048,11.031,10.118,10.113,9.679,11.038,11.852,9.613
1,1.464,1.181,1.153,1.076,1.426,0.408,0,0.258,1.201,1.234,1.337,1.583,2.390,3.171,2.546,3.675,7.177,7.299,9.179,9.656,12.406,10.135,13.109,15.442,16.793,17.263,18.573,18.889,18.751,19.086,20.743,20.923,21.016,21.136,21.207,21.320,21.357,21.415,21.403,21.365,21.129,21.136,21.595,21.506,21.481,21.437,21.283,21.172,21.286,21.312,21.290,21.335,21.319,21.230,21.114,21.104,21.051,21.171,21.340,21.250,21.221,21.264,20.872,20.828,20.798,20.830,21.066,21.044,21.694,21.751,21.667,21.528,21.572,21.679,21.701,21.811,22.049,14.844,14.836,14.849,14.215,13.971,14.036,13.722,13.584,13.319,13.183,12.837,12.491,12.443,12.205,11.833,11.638,11.844,11.532,11.251,10.726,11.237,11.329,11.251,11.011,10.664,10.573,10.345,10.213,10.041,10.477,9.412,9.167,9.313,9.396,9.275,9.362,9.795,9.755,8.534,7.851,7.122,7.157,6.583,6.145,5.854,5.249,4.747,4.577,4.276,3.995,3.892,3.195,3.172,3.912,4.424,5.487,4.830,4.946,5.245,5.412,6.009,6.087,6.173,6.677,6.497,8.486,9.252,9.694,11.635,12.499,12.847,14.143,14.965,14.445,11.616,11.061,1.265,1.186,7.925,10.246,14.870,15.304,15.673,16.377,16.843,17.044,17.324,17.528,17.543,17.888,17.901,17.755,17.789,18.555,18.713,18.691,18.786,18.834,19.200,19.463,19.657,19.935,20.112,20.299,20.494,20.595,20.513,19.850,20.330,14.759,14.390,13.936,13.382,13.041,15.273,11.026,11.004,10.111,10.051,9.614,10.963,11.745,9.386
1,1.703,1.407,1.364,1.329,1.684,0.666,0.258,0,0.946,1.107,1.388,1.716,2.627,3.256,2.460,3.560,7.080,7.251,9.103,9.605,12.243,9.936,12.945,15.331,16.680,17.139,18.486,18.801,18.677,19.009,20.724,20.912,21.011,21.131,21.197,21.311,21.338,21.394,21.375,21.337,21.110,21.120,21.574,21.494,21.475,21.436,21.292,21.183,21.286,21.324,21.304,21.346,21.331,21.247,21.139,21.128,21.077,21.190,21.347,21.258,21.230,21.268,20.888,20.848,20.826,20.858,21.085,21.065,21.686,21.741,21.660,21.528,21.569,21.670,21.689,21.792,22.018,14.884,14.884,14.914,14.305,14.055,14.112,13.806,13.682,13.405,13.256,12.914,12.564,12.515,12.290,11.923,11.723,11.917,11.592,11.318,10.817,11.343,11.437,11.363,11.127,10.780,10.691,10.459,10.333,10.175,10.621,9.545,9.295,9.436,9.501,9.376,9.458,9.883,9.865,8.633,7.972,7.237,7.289,6.724,6.272,5.991,5.404,4.890,4.729,4.429,4.114,4.008,3.272,3.329,4.098,4.635,5.734,4.941,5.047,5.327,5.502,6.100,6.187,6.283,6.754,6.561,8.538,9.325,9.738,11.755,12.601,12.944,14.245,15.051,14.497,11.605,11.057,1.377,1.170,8.087,10.417,14.922,15.343,15.697,16.401,16.877,17.089,17.361,17.553,17.559,17.919,17.934,17.812,17.847,18.610,18.758,18.735,18.823,18.861,19.245,19.505,19.691,19.965,20.132,20.313,20.506,20.611,20.534,19.896,20.334,14.781,14.424,13.957,13.419,13.085,15.262,11.034,11.009,10.129,10.035,9.595,10.936,11.698,9.261
1,2.562,2.239,2.162,2.243,2.615,1.608,1.201,0.946,0,1.280,2.004,2.479,3.558,3.840,2.539,3.449,6.967,7.324,9.052,9.646,11.821,9.363,12.519,15.121,16.458,16.872,18.363,18.675,18.600,18.921,20.511,20.730,20.850,20.971,21.021,21.134,21.129,21.173,21.131,21.091,20.897,20.919,21.355,21.306,21.307,21.286,21.179,21.080,21.144,21.223,21.211,21.242,21.231,21.166,21.087,21.071,21.027,21.113,21.230,21.142,21.118,21.137,20.802,20.778,20.787,20.817,21.010,20.999,21.512,21.559,21.491,21.382,21.411,21.495,21.503,21.578,21.761,14.902,14.929,15.024,14.507,14.237,14.265,13.987,13.914,13.595,13.400,13.075,12.709,12.654,12.481,12.134,11.913,12.065,11.692,11.448,11.033,11.616,11.718,11.658,11.440,11.094,11.010,10.767,10.665,10.560,11.038,9.926,9.659,9.781,9.780,9.639,9.702,10.095,10.159,8.893,8.316,7.568,7.683,7.157,6.658,6.416,5.903,5.353,5.231,4.936,4.510,4.394,3.545,3.877,4.729,5.350,6.591,5.289,5.356,5.563,5.766,6.357,6.475,6.604,6.952,6.715,8.627,9.486,9.787,12.079,12.854,13.175,14.495,15.236,14.560,11.780,11.263,1.922,1.405,8.589,10.943,14.983,15.352,15.652,16.353,16.865,17.115,17.361,17.506,17.479,17.891,17.914,17.881,17.919,18.670,18.784,18.758,18.819,18.820,19.268,19.517,19.674,19.933,20.063,20.222,20.405,20.529,20.469,19.922,20.204,14.730,14.417,13.905,13.423,13.120,15.088,10.945,10.908,10.081,9.860,9.416,10.722,11.406,8.703
