59,2
Augsburg,-33.25841065116955,83.50543363162052
Bielefeld,36.89825142200856,-44.38630565173122
Bochum,3.544778215436613,-56.45129924060264
Bremen,72.67358058433351,-63.68568521092095
Darmstadt,-23.83273023229967,7.142335816229822
Essen,-0.4614153986334398,-59.75364545956742
Freiburg,-89.77685341723435,32.34442607481026
Giessen,-2.122459356697656,-11.83453868403984
Hamburg,102.9596957732586,-55.34470193272224
Hannover,64.64071713025776,-31.0883430807378
Heilbronn,-38.97355565235985,34.14570089081956
Kaiserslautern,-50.76146734247319,1.259711234035152
Karlsruhe,-52.78973764083099,22.30666078103141
Kassel,30.20061632993041,-11.64411146028637
Kempten,-62.48041658001311,87.19095197120801
Koblenz,-25.00509837153026,-23.95299004257775
Koeln,-14.61321886163531,-50.40063529307769
Landshut,-6.735682658010017,103.0366838774681
Lichtenfels,18.41415266556227,45.98874838503203
Mainz,-25.51729892679738,-4.117583199759625
Muenchen,-29.80030169894575,101.5789109773752
Muenster,23.41683480584068,-58.98333637099923
Neuss,-10.94099676752307,-59.88871664515602
Nuernburg,-0.07936275927511423,62.49294234717512
Oldenburg,66.83768707129117,-75.34359126328458
Regensburg,3.659344563042662,90.5684542858357
Rendsburg,117.0808274864876,-75.91379725107598
Stuttgart,-47.47273259072944,41.15197732630089
Ulm,-48.29596544124261,65.19420219083067
Wuerzburg,-7.186087034616697,32.23453271882726
Aachen,-32.07454557539004,-60.60281072144194
Ansbach,-11.22639014226149,52.43245311381362
Aschaffenburg,-18.61798039786819,10.58919186485067
Bamberg,10.46936817712626,47.36458665619779
Bayreuth,17.41859638656617,55.74029234254263
Bonn,-20.48537485974775,-41.82538961863169
Braunschweig,72.25007924958869,-14.18712248075265
Bremen,76.21283910711141,-70.32892772143059
Coburg,20.96964342004293,41.12710571899174
Dortmund,10.57080586239525,-49.53574894556603
Duesseldorf,-8.295368838087073,-58.38213496562625
Duisburg,-5.650846964298976,-64.51240813174783
Erlangen,2.481588635484392,57.92830462656
Frankfurt,-17.65141243663549,0.851134011981279
Fulda,9.693614915856138,10.44671663622016
Fuerth,-1.201123360875938,59.66263801091014
Gelsen-Kirchen,3.90840479228936,-60.69522837537975
Gummersburg,-5.108462405326765,-40.40560621772559
Hagen,4.196846742984919,-49.39589553189123
Hersbruck,3.152874009981423,66.39393382325689
Ingolstadt,-14.56309931025568,79.64724586908703
Kiel,124.8093717927656,-69.71803385695254
Mannheim,-39.06984160093661,12.18760376874995
Marburg,5.166283279313732,-15.43192675692128
Offenburg,-73.47636833665688,23.93106131285765
Osnabrueck,38.93454493774088,-58.98824551888937
Reutlingen,-54.40428460956021,46.84350647291998
Saarbruecken,-64.46774059510604,-12.06037716370284
Siegen,-6.15690404167294,-29.10018494434028
