id,v0,v1
\string0,-1.385,0.2909999999999999
\string1,2.015,0.1040000000000001
\string2,1.408,0.2090000000000001
\string3,1.797,-2.068
\string4,1.569,-1.289
\string5,2.447,1.527
\string6,1.924,-1.193
\string7,1.416,-2.434
\string8,0.3490000000000002,-1.644
\string9,1.761,-0.6499999999999999
\string10,2.371,1.797
\string11,-1.579,-1.916
\string12,0.4849999999999999,-1.269
\string13,-2.235,1.82
\string14,0.7610000000000001,1.711
\string15,-1.727,0.09799999999999986
\string16,2.166,1.592
\string17,2.476,-1.04
\string18,1.497,0.71
\string19,1.412,0.09799999999999986
\string20,-1.627,2.459
\string21,-0.09200000000000008,-0.7909999999999999
\string22,2.171,-0.2829999999999999
\string23,-0.6539999999999999,1.905
\string24,0.4089999999999998,-0.603
\string25,-0.823,0.9060000000000001
\string26,2.495,-1.055
\string27,-1.15,-0.2839999999999998
\string28,-2.356,-0.3820000000000001
\string29,-0.6619999999999999,1.84
\string30,1.371,0.915
\string31,-0.845,1.149
\string32,-0.202,-1.965
\string33,-1.61,1.494
\string34,1.56,-2.098
\string35,-1.336,-2.131
\string36,1.471,-0.04800000000000004
\string37,-0.992,-2.301
\string38,-0.774,-2.471
\string39,-0.6319999999999999,0.3079999999999998
\string40,2.351,-1.036
\string41,1.969,-0.125
\string42,0.2679999999999998,-2.453
\string43,2.462,-1.797
\string44,1.752,-1.851
\string45,-2.232,2.415
\string46,1.824,2.136
\string47,0.2570000000000001,-2.399
\string48,1.129,-1.277
\string49,-1.75,-0.05500000000000016
\string50,-2.118,0.4849999999999999
\string51,2.329,0.7400000000000002
\string52,-1.419,-1.474
\string53,-2.454,-0.3519999999999999
\string54,-2.425,1.429
\string55,-0.7989999999999999,1.877
\string56,0.3820000000000001,-0.7330000000000001
\string57,1.342,-1.58
\string58,1.15,2.136
\string59,-1.851,-2.021
\string60,-0.06899999999999995,0.004999999999999893
\string61,-1.85,2.122
\string62,1.694,-1.659
\string63,1.083,1.428
\string64,-0.891,0.5089999999999999
\string65,1.1,1.72
\string66,0.02700000000000014,1.352
\string67,-1.094,1.392
\string68,2.017,-0.1429999999999998
