,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,0,0.336,0.452,0.471,0.527,1.117,1.464,1.703,2.562,2.598,2.267,2.096,1.795,3.648,3.741,4.916,8.308,8.238,10.216,10.585,13.734,11.554,14.438,16.586,17.943,18.453,19.618,19.936,19.746,20.091,20.306,20.438,20.500,20.617,20.713,20.825,20.911,20.986,21.011,20.976,20.691,20.680,21.162,21.029,20.973,20.903,20.696,20.570,20.740,20.707,20.674,20.735,20.713,20.596,20.441,20.437,20.375,20.532,20.758,20.667,20.632,20.701,20.247,20.181,20.107,20.141,20.423,20.390,21.194,21.263,21.160,20.986,21.048,21.181,21.219,21.371,21.674,14.110,14.065,13.992,13.243,13.026,13.128,12.781,12.580,12.370,12.294,11.929,11.607,11.567,11.266,10.871,10.704,10.963,10.719,10.401,9.769,10.203,10.285,10.191,9.931,9.586,9.490,9.278,9.119,8.887,9.284,8.269,8.049,8.214,8.379,8.281,8.390,8.858,8.714,7.557,6.779,6.084,6.037,5.429,5.064,4.730,4.052,3.621,3.406,3.114,3.024,2.949,2.545,2.046,2.601,3.009,4.036,3.866,4.031,4.420,4.536,5.111,5.141,5.178,5.837,5.727,7.744,8.393,8.981,10.537,11.478,11.850,13.114,14.010,13.652,12.355,11.765,1.071,1.642,6.667,8.942,14.077,14.578,15.019,15.723,16.134,16.282,16.598,16.865,16.927,17.197,17.198,16.932,16.962,17.740,17.943,17.926,18.055,18.156,18.432,18.707,18.941,19.238,19.467,19.683,19.891,19.965,19.861,19.075,19.770,14.121,13.694,13.308,12.680,12.300,14.812,10.489,10.485,9.530,9.661,9.240,10.616,11.508,9.642
1,0.336,0,0.137,0.408,0.692,0.879,1.181,1.407,2.239,2.365,2.136,2.052,1.997,3.656,3.569,4.737,8.172,8.158,10.111,10.511,13.533,11.308,14.236,16.452,17.808,18.304,19.516,19.833,19.659,20.002,20.230,20.373,20.443,20.561,20.650,20.763,20.837,20.908,20.925,20.889,20.615,20.608,21.085,20.962,20.914,20.851,20.656,20.534,20.690,20.672,20.642,20.699,20.679,20.568,20.424,20.418,20.359,20.506,20.718,20.627,20.593,20.656,20.217,20.157,20.094,20.128,20.398,20.368,21.133,21.199,21.101,20.936,20.993,21.120,21.154,21.296,21.584,14.106,14.071,14.022,13.307,13.082,13.173,12.835,12.654,12.426,12.332,11.972,11.643,11.601,11.318,10.930,10.754,10.998,10.733,10.426,9.825,10.285,10.370,10.281,10.027,9.682,9.587,9.369,9.220,9.008,9.421,8.386,8.157,8.315,8.453,8.347,8.449,8.907,8.796,7.616,6.868,6.160,6.141,5.545,5.151,4.832,4.180,3.719,3.520,3.223,3.059,2.974,2.470,2.128,2.775,3.247,4.353,3.907,4.057,4.420,4.552,5.137,5.183,5.236,5.849,5.717,7.733,8.417,8.964,10.640,11.556,11.921,13.196,14.069,13.663,12.334,11.752,0.792,1.321,6.827,9.125,14.089,14.572,14.994,15.698,16.124,16.287,16.593,16.843,16.893,17.183,17.187,16.954,16.985,17.760,17.951,17.932,18.052,18.139,18.439,18.711,18.934,19.226,19.442,19.650,19.855,19.936,19.838,19.085,19.724,14.091,13.679,13.275,12.665,12.296,14.739,10.430,10.420,9.480,9.564,9.139,10.511,11.380,9.414
1,0.452,0.137,0,0.369,0.716,0.748,1.045,1.272,2.112,2.231,2.023,1.966,2.009,3.582,3.445,4.611,8.053,8.053,10.000,10.408,13.401,11.172,14.105,16.333,17.688,18.182,19.405,19.722,19.551,19.893,20.125,20.271,20.343,20.461,20.549,20.661,20.733,20.803,20.817,20.781,20.510,20.505,20.980,20.860,20.814,20.752,20.562,20.441,20.592,20.579,20.550,20.605,20.586,20.477,20.336,20.330,20.271,20.416,20.623,20.532,20.499,20.559,20.126,20.067,20.008,20.041,20.308,20.278,21.032,21.098,21.001,20.838,20.894,21.019,21.052,21.191,21.475,14.022,13.991,13.950,13.248,13.019,13.106,12.772,12.598,12.364,12.263,11.906,11.574,11.531,11.255,10.869,10.690,10.928,10.657,10.353,9.764,10.232,10.319,10.232,9.981,9.635,9.541,9.321,9.175,8.973,9.391,8.349,8.116,8.271,8.398,8.289,8.389,8.843,8.744,7.557,6.821,6.108,6.100,5.509,5.104,4.791,4.151,3.678,3.487,3.188,2.996,2.907,2.372,2.087,2.770,3.273,4.430,3.844,3.988,4.342,4.479,5.068,5.119,5.178,5.773,5.635,7.649,8.345,8.878,10.597,11.503,11.865,13.144,14.008,13.585,12.246,11.667,0.656,1.192,6.809,9.116,14.011,14.488,14.904,15.608,16.039,16.206,16.509,16.754,16.800,17.096,17.101,16.880,16.911,17.685,17.871,17.852,17.969,18.051,18.359,18.630,18.850,19.140,19.352,19.558,19.762,19.845,19.748,19.006,19.627,13.999,13.592,13.182,12.579,12.213,14.635,10.330,10.320,9.384,9.455,9.028,10.399,11.262,9.280
1,0.471,0.408,0.369,0,0.398,0.689,1.076,1.329,2.243,2.146,1.798,1.662,1.652,3.253,3.270,4.445,7.841,7.790,9.758,10.139,13.265,11.101,13.969,16.120,17.477,17.984,19.162,19.479,19.295,19.640,19.860,19.998,20.064,20.181,20.274,20.386,20.467,20.539,20.561,20.525,20.245,20.236,20.716,20.588,20.536,20.470,20.270,20.146,20.308,20.284,20.253,20.311,20.290,20.177,20.029,20.024,19.964,20.115,20.332,20.240,20.207,20.272,19.827,19.765,19.699,19.732,20.006,19.975,20.756,20.823,20.723,20.554,20.613,20.743,20.779,20.926,21.222,13.707,13.670,13.617,12.900,12.674,12.766,12.428,12.246,12.019,11.926,11.566,11.237,11.195,10.911,10.522,10.347,10.592,10.331,10.021,9.418,9.878,9.963,9.874,9.622,9.276,9.182,8.963,8.815,8.607,9.024,7.984,7.753,7.910,8.045,7.939,8.041,8.500,8.389,7.209,6.462,5.753,5.738,5.144,4.745,4.428,3.783,3.315,3.120,2.822,2.652,2.568,2.095,1.723,2.403,2.924,4.159,3.500,3.651,4.019,4.148,4.732,4.776,4.829,5.446,5.319,7.336,8.013,8.569,10.235,11.149,11.514,12.789,13.662,13.262,11.940,11.356,0.700,1.332,6.440,8.747,13.687,14.174,14.602,15.306,15.728,15.886,16.195,16.450,16.504,16.787,16.791,16.551,16.581,17.357,17.550,17.531,17.654,17.744,18.038,18.311,18.537,18.830,19.050,19.261,19.467,19.546,19.446,18.684,19.340,13.700,13.284,12.885,12.270,11.897,14.368,10.051,10.044,9.097,9.206,8.783,10.158,11.043,9.180
1,0.527,0.692,0.716,0.398,0,1.021,1.426,1.684,2.615,2.389,1.903,1.642,1.305,3.145,3.405,4.582,7.907,7.783,9.781,10.122,13.415,11.317,14.118,16.176,17.535,18.059,19.176,19.494,19.290,19.638,19.842,19.966,20.022,20.139,20.239,20.351,20.446,20.523,20.556,20.521,20.227,20.213,20.699,20.557,20.496,20.422,20.207,20.079,20.257,20.216,20.181,20.244,20.221,20.100,19.940,19.937,19.874,20.036,20.270,20.179,20.143,20.216,19.753,19.684,19.604,19.638,19.926,19.892,20.718,20.790,20.684,20.504,20.569,20.706,20.747,20.907,21.222,13.604,13.555,13.473,12.718,12.502,12.606,12.257,12.053,11.846,11.773,11.407,11.087,11.048,10.742,10.346,10.181,10.444,10.206,9.885,9.245,9.677,9.758,9.664,9.404,9.060,8.964,8.751,8.593,8.363,8.763,7.745,7.523,7.688,7.853,7.755,7.866,8.336,8.187,7.033,6.252,5.558,5.510,4.904,4.537,4.203,3.528,3.094,2.880,2.588,2.510,2.440,2.112,1.522,2.093,2.559,3.762,3.348,3.519,3.918,4.026,4.597,4.622,4.655,5.328,5.228,7.243,7.877,8.482,10.010,10.951,11.324,12.588,13.485,13.140,11.857,11.263,1.074,1.715,6.154,8.442,13.564,14.073,14.523,15.227,15.630,15.772,16.091,16.367,16.435,16.694,16.694,16.416,16.445,17.224,17.432,17.415,17.548,17.655,17.920,18.197,18.435,18.734,18.970,19.190,19.400,19.470,19.363,18.563,19.286,13.628,13.193,12.817,12.178,11.794,14.348,10.017,10.015,9.052,9.219,8.802,10.181,11.096,9.371
1,1.117,0.879,0.748,0.689,1.021,0,0.408,0.666,1.608,1.488,1.335,1.422,2.016,3.054,2.706,3.867,7.326,7.371,9.292,9.728,12.654,10.440,13.357,15.603,16.958,17.445,18.696,19.012,18.855,19.194,19.437,19.594,19.674,19.792,19.874,19.987,20.047,20.113,20.120,20.083,19.822,19.821,20.291,20.181,20.142,20.088,19.912,19.795,19.931,19.934,19.908,19.959,19.941,19.841,19.712,19.704,19.648,19.781,19.971,19.880,19.849,19.902,19.486,19.434,19.390,19.422,19.674,19.648,20.359,20.422,20.329,20.175,20.227,20.345,20.374,20.504,20.775,13.420,13.403,13.398,12.752,12.509,12.578,12.261,12.121,11.857,11.726,11.378,11.035,10.988,10.744,10.370,10.177,10.388,10.087,9.799,9.263,9.775,9.868,9.792,9.554,9.207,9.117,8.886,8.759,8.601,9.051,7.970,7.720,7.861,7.934,7.813,7.899,8.333,8.295,7.071,6.397,5.664,5.715,5.154,4.697,4.419,3.850,3.323,3.175,2.876,2.539,2.434,1.748,1.793,2.637,3.288,4.713,3.370,3.483,3.787,3.950,4.546,4.624,4.712,5.221,5.051,7.052,7.797,8.269,10.181,11.036,11.384,12.681,13.503,13.006,11.624,11.056,0.199,0.755,6.540,8.883,13.431,13.883,14.274,14.978,15.427,15.614,15.904,16.127,16.158,16.479,16.488,16.312,16.345,17.114,17.282,17.261,17.365,17.429,17.769,18.035,18.240,18.524,18.719,18.916,19.116,19.207,19.118,18.418,18.969,13.364,12.976,12.544,11.966,11.613,13.951,9.665,9.650,8.731,8.755,8.325,9.691,10.537,8.538
1,1.464,1.181,1.045,1.076,1.426,0.408,0,0.258,1.201,1.234,1.337,1.583,2.390,3.171,2.546,3.675,7.177,7.299,9.179,9.656,12.406,10.135,13.109,15.442,16.793,17.263,18.573,18.889,18.751,19.086,19.346,19.518,19.607,19.726,19.801,19.914,19.958,20.020,20.015,19.978,19.732,19.736,20.199,20.103,20.073,20.027,19.868,19.755,19.873,19.895,19.873,19.919,19.903,19.812,19.696,19.685,19.633,19.753,19.925,19.835,19.805,19.850,19.455,19.410,19.379,19.411,19.647,19.625,20.287,20.346,20.259,20.116,20.163,20.272,20.297,20.414,20.665,13.428,13.424,13.450,12.849,12.596,12.650,12.347,12.232,11.947,11.793,11.453,11.101,11.052,10.832,10.468,10.264,10.454,10.128,9.855,9.362,9.903,10.000,9.930,9.702,9.354,9.267,9.031,8.915,8.784,9.250,8.151,7.891,8.023,8.062,7.932,8.008,8.427,8.431,7.187,6.557,5.815,5.900,5.360,4.876,4.620,4.095,3.547,3.423,3.128,2.718,2.604,1.815,2.082,2.965,3.650,5.115,3.520,3.610,3.871,4.052,4.649,4.746,4.854,5.294,5.098,7.076,7.863,8.279,10.334,11.156,11.493,12.800,13.593,13.035,11.616,11.061,0.393,0.406,6.782,9.135,13.460,13.888,14.254,14.958,15.425,15.630,15.907,16.110,16.125,16.470,16.483,16.349,16.384,17.147,17.300,17.277,17.369,17.415,17.786,18.048,18.239,18.516,18.694,18.881,19.077,19.177,19.095,18.437,18.916,13.340,12.972,12.517,11.965,11.627,13.870,9.611,9.590,8.693,8.655,8.220,9.577,10.390,8.259
1,1.703,1.407,1.272,1.329,1.684,0.666,0.258,0,0.946,1.107,1.388,1.716,2.627,3.256,2.460,3.560,7.080,7.251,9.103,9.605,12.243,9.936,12.945,15.331,16.680,17.139,18.486,18.801,18.677,19.009,19.279,19.460,19.555,19.675,19.744,19.858,19.893,19.951,19.940,19.902,19.665,19.673,20.131,20.043,20.020,19.978,19.830,19.720,19.827,19.861,19.841,19.884,19.869,19.783,19.676,19.664,19.613,19.726,19.886,19.796,19.768,19.807,19.425,19.384,19.363,19.394,19.621,19.601,20.232,20.289,20.205,20.069,20.112,20.217,20.238,20.347,20.586,13.426,13.430,13.476,12.903,12.643,12.689,12.394,12.295,11.996,11.828,11.493,11.136,11.085,10.881,10.524,10.313,10.491,10.149,9.884,9.419,9.979,10.077,10.013,9.789,9.443,9.357,9.117,9.009,8.895,9.370,8.261,7.996,8.121,8.139,8.003,8.074,8.483,8.513,7.257,6.656,5.910,6.016,5.490,4.991,4.750,4.252,3.694,3.584,3.293,2.843,2.726,1.888,2.274,3.174,3.877,5.367,3.624,3.698,3.931,4.123,4.718,4.826,4.946,5.342,5.130,7.090,7.901,8.282,10.426,11.225,11.556,12.868,13.641,13.047,11.605,11.057,0.636,0.298,6.932,9.290,13.471,13.884,14.234,14.937,15.415,15.632,15.901,16.090,16.096,16.456,16.472,16.363,16.399,17.160,17.302,17.278,17.362,17.398,17.788,18.046,18.229,18.502,18.668,18.850,19.043,19.148,19.071,18.440,18.873,13.317,12.962,12.493,11.958,11.629,13.811,9.572,9.548,8.666,8.587,8.150,9.499,10.290,8.077
1,2.562,2.239,2.112,2.243,2.615,1.608,1.201,0.946,0,1.280,2.004,2.479,3.558,3.840,2.539,3.449,6.967,7.324,9.052,9.646,11.821,9.363,12.519,15.121,16.458,16.872,18.363,18.675,18.600,18.921,19.231,19.446,19.564,19.685,19.736,19.850,19.849,19.895,19.858,19.818,19.617,19.638,20.077,20.023,20.022,19.999,19.891,19.792,19.857,19.935,19.923,19.954,19.943,19.879,19.801,19.785,19.742,19.826,19.942,19.854,19.830,19.850,19.515,19.491,19.503,19.533,19.723,19.712,20.228,20.275,20.206,20.095,20.125,20.210,20.220,20.299,20.490,13.628,13.662,13.776,13.300,13.020,13.035,12.770,12.724,12.383,12.167,11.851,11.478,11.421,11.271,10.936,10.705,10.837,10.445,10.213,9.842,10.457,10.562,10.512,10.308,9.964,9.885,9.634,9.550,9.488,9.992,8.856,8.575,8.681,8.632,8.480,8.531,8.904,9.019,7.736,7.226,6.475,6.644,6.161,5.625,5.426,5.006,4.429,4.357,4.080,3.544,3.422,2.506,3.135,4.056,4.790,6.313,4.247,4.279,4.424,4.644,5.221,5.361,5.515,5.770,5.510,7.383,8.270,8.527,10.953,11.679,11.985,13.313,14.020,13.298,11.780,11.263,1.543,0.921,7.649,10.010,13.719,14.077,14.368,15.068,15.586,15.843,16.083,16.222,16.192,16.608,16.633,16.619,16.658,17.405,17.510,17.484,17.541,17.536,17.993,18.241,18.393,18.650,18.776,18.935,19.118,19.242,19.183,18.648,18.917,13.446,13.139,12.621,12.148,11.852,13.803,9.658,9.620,8.799,8.573,8.130,9.440,10.142,7.594
