59,2
Augsburg,77.32832406228775,34.07829657887571
Bielefeld,-68.27144722459983,19.49383220043408
Bochum,-59.47458452277814,-15.25692615971251
Bremen,-104.5377462581283,38.16883031049269
Darmstadt,8.928688129884966,-1.509479472947985
Essen,-59.88581992809603,-20.33933557271861
Freiburg,67.03895324873292,-42.02117022780544
Giessen,-19.23139358439432,5.491220338150446
Hamburg,-114.7074140444876,68.11174027454071
Hannover,-73.08414458104551,49.98707643838391
Heilbronn,39.83438001323947,1.105517508150744
Kaiserslautern,19.23503030465464,-27.33154970320961
Karlsruhe,37.77699074656321,-17.02641976852671
Kassel,-37.50485420982925,32.54820902445253
Kempten,96.97458977226029,11.8291562886722
Koblenz,-16.2051611979777,-20.33206213219795
Koeln,-44.08825741517591,-26.93001221858592
Landshut,78.42171916957074,67.04501444916679
Lichtenfels,16.88610865985601,55.496480377836
Mainz,0.4136598854914464,-9.477810163700008
Muenchen,90.37542744578553,46.99236229422345
Muenster,-72.80109788353056,-0.01212240086775651
Neuss,-54.11518961269096,-29.2668114625168
Nuernburg,41.19991165725644,49.59402463436766
Oldenburg,-110.9917485155852,26.49210753135896
Regensburg,62.21292125133271,68.553281682028
Rendsburg,-139.7070134641134,67.97021692578323
Stuttgart,50.41164648465634,-1.914653677832002
Ulm,70.7388596565072,11.00062427760253
Wuerzburg,20.05022767476979,26.51392785292093
Aachen,-42.57392898188083,-47.12176324211318
Ansbach,39.00463576208303,34.62135741225687
Aschaffenburg,8.652914872890669,4.809060636185355
Bamberg,22.51885234676394,49.72827454260448
Bayreuth,25.53902353274668,60.30554101402135
Bonn,-33.64887757225618,-26.79091335000199
Braunschweig,-63.33419788061153,65.92252557980119
Bremen,-112.0924170633889,37.20604839118621
Coburg,11.52913822994239,54.94614610393418
Dortmund,-57.69054403292263,-5.36666835060783
Duesseldorf,-54.25307624118811,-26.10754140795013
Duisburg,-60.84617736722898,-27.34488434416414
Erlangen,35.84294122734281,49.04369036046583
Frankfurt,0,0
Fulda,-7.559519765607679,28.15765723410573
Fuerth,39.41465892731415,46.98387661361603
Gelsen-Kirchen,-63.18297661115985,-17.31795214664909
Gummersburg,-41.20597285769031,-13.19347569260238
Hagen,-53.98093970445414,-10.58575215202431
Hersbruck,42.57271674179405,54.40187303046623
Ingolstadt,63.45268866772027,47.39996097928103
Kiel,-138.8845426534776,78.13503575179544
Mannheim,21.70486721673557,-11.39731280187911
Marburg,-26.374828984337,9.610847831850055
Offenburg,50.82894309040812,-33.23279320659118
Osnabrueck,-81.59432386509192,12.89830659421967
Reutlingen,59.06577359763379,-4.385702829999703
Saarbruecken,15.94151034185115,-46.15049564219925
Siegen,-31.3169272886724,-7.69740639410483
