,\string0,\string73,\string80,\string81,\string82,\string83,\string64,\string59,\string58,\string51,\string57,\string42,\string40,\string38,\string35,\string91,\string106,\string96,\string2,\string36,\string116,\string120,\string133,\string136,\string152,\string160,\string161,\string154,\string155,\string162,\string170,\string178,\string189,\string192,\string197,\string196,\string11,\string13,\string199,\string188,\string186,\string185,\string184,\string8,\string132,\string16,\string18,\string19,\string27,\string29,\string30,\string28,\string26,\string23,\string22,\string24,\string21,\string20,\string17,\string15,\string14,\string193,\string187,\string191,\string190,\string198,\string180,\string176,\string168,\string172,\string166,\string167,\string169,\string163,\string174,\string181,\string10,\string9,\string179,\string182,\string12,\string195,\string194,\string183,\string177,\string175,\string173,\string164,\string165,\string171,\string158,\string150,\string149,\string144,\string143,\string140,\string142,\string138,\string134,\string130,\string123,\string126,\string122,\string5,\string135,\string7,\string137,\string147,\string148,\string153,\string156,\string157,\string159,\string151,\string145,\string141,\string139,\string129,\string128,\string6,\string127,\string124,\string121,\string117,\string111,\string110,\string109,\string105,\string102,\string99,\string98,\string100,\string97,\string89,\string87,\string84,\string32,\string88,\string95,\string93,\string3,\string103,\string108,\string112,\string118,\string119,\string115,\string113,\string104,\string114,\string125,\string131,\string146,\string31,\string39,\string46,\string49,\string1,\string53,\string55,\string60,\string61,\string62,\string66,\string69,\string68,\string67,\string65,\string54,\string50,\string43,\string44,\string41,\string37,\string33,\string85,\string86,\string90,\string101,\string4,\string94,\string92,\string34,\string45,\string48,\string47,\string56,\string52,\string63,\string70,\string72,\string75,\string77,\string79,\string78,\string76,\string71,\string74,\string107,\string25
\string0,0,0.964,2.050,3.340,3.611,5.276,2.161,2.258,1.722,1.767,1.120,2.967,3.438,3.515,4.151,4.996,5.492,4.697,3.694,3.426,6.207,6.478,7.245,7.372,7.913,8.303,8.310,8.112,8.295,8.857,9.036,9.328,9.718,9.836,10.028,10.290,9.599,9.735,9.963,9.574,9.464,9.381,9.333,7.787,7.784,11.170,11.662,11.638,13.587,14.021,14.622,14.815,15.158,15.516,15.614,15.444,15.954,16.197,16.481,16.524,16.513,16.588,16.598,16.565,16.564,16.538,16.601,16.636,16.652,16.656,16.676,16.682,16.681,16.702,16.680,16.678,16.667,16.701,16.707,16.707,16.685,16.631,16.618,16.800,16.808,16.810,16.879,16.870,16.834,16.762,16.750,16.758,16.775,16.745,16.733,16.734,16.709,16.694,16.683,16.663,16.647,16.683,16.679,16.737,16.782,16.794,16.866,16.695,16.671,16.678,16.671,16.671,16.670,16.644,16.634,16.630,16.636,16.585,16.585,16.625,16.606,16.591,16.595,16.566,16.508,16.485,16.480,16.301,16.228,16.134,16.143,16.157,16.151,16.043,15.909,15.829,15.733,15.905,16.033,16.027,16.103,16.192,16.269,16.428,16.486,16.488,16.466,16.488,16.249,16.447,16.555,16.584,16.636,15.725,15.356,14.878,14.574,14.351,14.106,14.023,13.780,13.695,13.353,12.808,12.446,12.387,12.499,12.947,14.019,14.308,15.106,15.094,15.399,15.623,15.884,15.995,16.024,16.164,16.332,16.401,16.264,16.300,15.904,15.304,15.317,15.543,14.226,14.355,13.492,12.816,12.240,11.587,11.239,10.602,9.253,8.806,8.120,11.608,16.743,15.508
\string73,0.964,0,1.088,2.441,2.686,4.411,1.675,2.067,1.769,2.067,1.679,3.394,3.739,3.812,4.460,5.338,5.972,5.281,4.289,4.163,6.780,7.052,7.834,7.936,8.427,8.793,8.848,8.556,8.681,9.215,9.412,9.768,10.163,10.262,10.425,10.614,10.071,10.227,10.437,10.096,10.006,9.953,9.918,8.464,8.117,11.576,12.106,12.129,13.998,14.414,14.950,15.155,15.506,15.821,15.875,15.719,16.177,16.365,16.603,16.676,16.679,16.740,16.751,16.744,16.755,16.735,16.789,16.825,16.791,16.784,16.782,16.784,16.786,16.790,16.789,16.789,16.782,16.802,16.805,16.805,16.790,16.756,16.749,16.869,16.872,16.869,16.918,16.899,16.873,16.832,16.804,16.791,16.797,16.772,16.763,16.759,16.746,16.729,16.711,16.676,16.641,16.675,16.654,16.695,16.779,16.796,16.846,16.747,16.738,16.757,16.758,16.765,16.772,16.754,16.735,16.724,16.715,16.643,16.640,16.668,16.636,16.610,16.595,16.547,16.467,16.441,16.423,16.257,16.188,16.077,16.079,16.092,16.078,15.978,15.853,15.756,15.654,15.873,16.008,15.998,16.097,16.211,16.292,16.464,16.521,16.523,16.485,16.481,16.234,16.508,16.654,16.684,16.759,15.703,15.268,14.731,14.415,14.187,13.946,13.848,13.613,13.495,13.112,12.530,12.142,12.112,12.237,12.754,13.887,14.194,15.090,14.936,15.254,15.473,15.739,15.864,15.908,16.055,16.231,16.291,16.136,16.158,15.738,15.056,15.025,15.226,13.957,14.145,13.163,12.411,11.839,11.253,10.941,10.205,8.925,8.474,7.759,11.474,16.597,15.729
\string80,2.050,1.088,0,1.465,1.651,3.444,1.805,2.445,2.423,2.854,2.649,4.166,4.394,4.459,5.090,5.970,6.712,6.120,5.155,5.130,7.589,7.860,8.645,8.726,9.168,9.508,9.606,9.230,9.301,9.801,10.015,10.428,10.825,10.907,11.041,11.155,10.760,10.933,11.125,10.832,10.760,10.737,10.712,9.346,8.692,12.191,12.757,12.824,14.437,14.831,15.292,15.510,15.869,16.135,16.140,15.998,16.397,16.522,16.708,16.815,16.832,16.878,16.889,16.913,16.938,16.924,16.967,17.004,16.914,16.894,16.870,16.867,16.870,16.857,16.880,16.880,16.879,16.882,16.883,16.884,16.877,16.864,16.865,16.914,16.910,16.903,16.928,16.898,16.884,16.877,16.833,16.795,16.790,16.770,16.765,16.755,16.755,16.736,16.710,16.658,16.602,16.634,16.594,16.614,16.743,16.767,16.790,16.773,16.780,16.813,16.824,16.839,16.855,16.845,16.815,16.796,16.772,16.676,16.670,16.683,16.638,16.600,16.562,16.493,16.388,16.360,16.327,16.177,16.114,15.984,15.976,15.988,15.964,15.876,15.761,15.645,15.537,15.808,15.951,15.935,16.060,16.203,16.288,16.474,16.529,16.530,16.476,16.441,16.186,16.546,16.733,16.764,16.865,15.649,15.142,14.541,14.212,13.980,13.746,13.631,13.406,13.251,12.825,12.202,11.787,11.792,11.929,12.523,13.718,14.044,15.046,14.732,15.064,15.276,15.547,15.687,15.747,15.902,16.088,16.135,15.961,15.967,15.523,14.748,14.669,14.840,13.632,13.887,12.774,11.939,11.374,10.870,10.604,9.758,8.572,8.123,7.385,11.320,16.399,15.949
\string81,3.340,2.441,1.465,0,0.360,1.983,3.152,3.838,3.879,4.318,4.088,5.627,5.832,5.894,6.516,7.391,8.161,7.584,6.620,6.577,9.049,9.320,10.105,10.182,10.612,10.945,11.055,10.653,10.702,11.186,11.407,11.844,12.241,12.315,12.436,12.512,12.186,12.365,12.550,12.273,12.206,12.190,12.168,10.811,10.075,13.584,14.164,14.249,14.294,14.653,15.004,15.238,15.606,15.802,15.741,15.620,15.937,15.979,16.099,16.247,16.283,16.308,16.321,16.383,16.425,16.420,16.449,16.486,16.325,16.291,16.238,16.229,16.234,16.199,16.251,16.252,16.258,16.241,16.238,16.240,16.242,16.257,16.267,16.228,16.218,16.204,16.202,16.158,16.158,16.193,16.128,16.061,16.042,16.028,16.028,16.012,16.028,16.006,15.972,15.900,15.818,15.847,15.787,15.783,15.963,15.993,15.986,16.065,16.092,16.142,16.165,16.189,16.217,16.217,16.174,16.145,16.103,15.977,15.967,15.963,15.902,15.850,15.787,15.694,15.560,15.529,15.479,15.348,15.292,15.141,15.123,15.134,15.099,15.024,14.921,14.784,14.669,14.999,15.149,15.129,15.282,15.458,15.548,15.749,15.800,15.802,15.729,15.658,15.395,15.854,16.090,16.123,16.255,14.855,14.268,13.599,13.258,13.023,12.797,12.666,12.453,12.259,11.790,11.130,10.690,10.731,10.881,11.550,12.805,13.150,14.266,13.773,14.118,14.322,14.597,14.752,14.830,14.993,15.188,15.222,15.027,15.017,14.548,13.681,13.554,13.695,12.554,12.876,11.637,10.729,10.175,9.753,9.536,8.588,7.513,7.073,6.323,10.444,15.439,15.492
\string82,3.611,2.686,1.651,0.360,0,1.825,3.222,3.922,4.020,4.479,4.299,5.769,5.939,5.998,6.609,7.477,8.277,7.736,6.785,6.780,9.185,9.454,10.240,10.308,10.720,11.042,11.168,10.737,10.768,11.239,11.465,11.919,12.316,12.383,12.494,12.546,12.271,12.456,12.634,12.375,12.315,12.309,12.291,10.971,10.128,13.640,14.231,14.332,14.612,14.968,15.304,15.540,15.909,16.095,16.024,15.907,16.211,16.238,16.344,16.500,16.540,16.561,16.574,16.644,16.689,16.685,16.712,16.748,16.575,16.537,16.478,16.469,16.474,16.434,16.492,16.494,16.500,16.480,16.476,16.478,16.482,16.503,16.514,16.457,16.446,16.431,16.422,16.376,16.378,16.423,16.354,16.280,16.258,16.245,16.246,16.229,16.248,16.226,16.189,16.113,16.026,16.054,15.988,15.979,16.171,16.203,16.189,16.290,16.321,16.375,16.400,16.426,16.456,16.458,16.413,16.382,16.336,16.204,16.193,16.185,16.121,16.066,15.996,15.897,15.757,15.725,15.671,15.545,15.490,15.334,15.314,15.324,15.287,15.214,15.115,14.973,14.857,15.201,15.353,15.331,15.492,15.675,15.765,15.970,16.021,16.023,15.945,15.866,15.601,16.082,16.329,16.362,16.500,15.061,14.453,13.767,13.422,13.187,12.964,12.827,12.619,12.413,11.931,11.260,10.812,10.865,11.019,11.711,12.982,13.332,14.476,13.936,14.284,14.485,14.762,14.920,15.003,15.169,15.365,15.397,15.195,15.180,14.705,13.809,13.665,13.794,12.679,13.024,11.742,10.805,10.256,9.869,9.670,8.686,7.657,7.221,6.471,10.635,15.599,15.765
\string83,5.276,4.411,3.444,1.983,1.825,0,5.039,5.742,5.841,6.293,6.070,7.591,7.763,7.821,8.429,9.294,10.101,9.555,8.597,8.560,11.009,11.278,12.064,12.133,12.542,12.861,12.992,12.551,12.570,13.030,13.260,13.728,14.124,14.187,14.290,14.316,14.085,14.273,14.447,14.196,14.137,14.134,14.116,12.787,11.921,15.432,16.032,16.144,14.532,14.839,15.034,15.287,15.661,15.757,15.602,15.514,15.710,15.630,15.649,15.857,15.920,15.915,15.929,16.048,16.115,16.121,16.131,16.167,15.904,15.847,15.752,15.735,15.742,15.674,15.770,15.773,15.788,15.742,15.734,15.736,15.753,15.809,15.832,15.662,15.641,15.618,15.573,15.510,15.530,15.629,15.534,15.423,15.383,15.379,15.385,15.360,15.400,15.375,15.327,15.225,15.106,15.130,15.036,14.996,15.253,15.294,15.240,15.467,15.524,15.599,15.640,15.677,15.722,15.738,15.676,15.632,15.562,15.394,15.378,15.348,15.263,15.190,15.087,14.957,14.780,14.745,14.670,14.570,14.525,14.342,14.309,14.317,14.266,14.211,14.130,13.962,13.838,14.257,14.417,14.388,14.585,14.810,14.905,15.128,15.174,15.176,15.073,14.948,14.676,15.282,15.591,15.626,15.803,14.137,13.430,12.660,12.303,12.067,11.858,11.701,11.513,11.255,10.719,10.006,9.529,9.634,9.803,10.593,11.925,12.297,13.580,12.804,13.166,13.352,13.632,13.810,13.915,14.090,14.297,14.310,14.082,14.045,13.541,12.528,12.319,12.405,11.396,11.830,10.385,9.354,8.829,8.575,8.453,7.336,6.518,6.116,5.389,9.677,14.446,15.273
\string64,2.161,1.675,1.805,3.152,3.222,5.039,0,0.708,1.052,1.571,1.856,2.667,2.740,2.794,3.391,4.256,5.079,4.629,3.749,3.951,6.023,6.287,7.069,7.121,7.508,7.823,7.961,7.515,7.552,8.035,8.255,8.699,9.096,9.166,9.284,9.368,9.049,9.234,9.412,9.158,9.103,9.109,9.097,7.865,6.923,10.432,11.014,11.110,15.649,16.070,16.619,16.823,17.173,17.494,17.550,17.393,17.851,18.034,18.264,18.342,18.347,18.406,18.417,18.415,18.427,18.407,18.460,18.496,18.455,18.445,18.440,18.441,18.442,18.443,18.447,18.447,18.441,18.458,18.460,18.461,18.447,18.417,18.412,18.516,18.517,18.513,18.555,18.533,18.510,18.479,18.447,18.426,18.428,18.405,18.397,18.391,18.382,18.365,18.344,18.304,18.261,18.294,18.266,18.298,18.400,18.420,18.459,18.388,18.384,18.406,18.411,18.420,18.429,18.412,18.390,18.377,18.365,18.287,18.283,18.306,18.270,18.240,18.217,18.161,18.071,18.044,18.019,17.860,17.794,17.675,17.672,17.685,17.666,17.572,17.451,17.345,17.240,17.482,17.621,17.608,17.717,17.842,17.924,18.101,18.157,18.159,18.116,18.100,17.850,18.153,18.309,18.339,18.420,17.316,16.850,16.279,15.955,15.724,15.487,15.379,15.150,15.009,14.598,13.986,13.577,13.574,13.707,14.276,15.446,15.763,16.707,16.476,16.802,17.017,17.287,17.420,17.472,17.624,17.805,17.858,17.693,17.706,17.272,16.528,16.461,16.637,15.416,15.651,14.571,13.744,13.179,12.665,12.389,11.561,10.359,9.909,9.175,13.039,18.141,17.404
\string59,2.258,2.067,2.445,3.838,3.922,5.742,0.708,0,0.644,1.070,1.591,1.986,2.032,2.086,2.687,3.556,4.371,3.934,3.078,3.347,5.316,5.580,6.362,6.413,6.802,7.120,7.254,6.817,6.866,7.359,7.576,8.006,8.403,8.477,8.603,8.710,8.352,8.534,8.715,8.454,8.397,8.402,8.389,7.166,6.249,9.753,10.327,10.414,15.845,16.278,16.871,17.066,17.410,17.759,17.843,17.678,18.168,18.383,18.640,18.701,18.698,18.765,18.776,18.758,18.763,18.740,18.798,18.834,18.821,18.818,18.824,18.827,18.828,18.837,18.830,18.829,18.821,18.845,18.849,18.849,18.832,18.791,18.783,18.921,18.925,18.923,18.977,18.959,18.932,18.884,18.860,18.851,18.858,18.833,18.823,18.820,18.805,18.788,18.771,18.738,18.705,18.740,18.720,18.761,18.843,18.860,18.912,18.803,18.790,18.806,18.806,18.811,18.815,18.794,18.778,18.769,18.765,18.698,18.695,18.725,18.696,18.672,18.659,18.613,18.533,18.508,18.489,18.323,18.255,18.144,18.145,18.159,18.144,18.045,17.920,17.822,17.720,17.939,18.074,18.064,18.161,18.273,18.353,18.523,18.580,18.582,18.547,18.545,18.299,18.562,18.698,18.727,18.795,17.768,17.333,16.789,16.471,16.242,16.003,15.901,15.668,15.542,15.146,14.549,14.150,14.134,14.264,14.803,15.948,16.257,17.155,16.992,17.312,17.531,17.798,17.925,17.970,18.119,18.296,18.354,18.197,18.217,17.793,17.084,17.035,17.222,15.979,16.189,15.156,14.356,13.788,13.247,12.956,12.164,10.930,10.479,9.752,13.536,18.655,17.721
\string58,1.722,1.769,2.423,3.879,4.020,5.841,1.052,0.644,0,0.521,0.947,1.750,1.994,2.063,2.707,3.589,4.291,3.718,2.783,2.914,5.171,5.440,6.226,6.303,6.749,7.095,7.185,6.832,6.934,7.458,7.660,8.039,8.435,8.526,8.678,8.849,8.358,8.525,8.724,8.415,8.339,8.314,8.290,6.956,6.356,9.830,10.374,10.421,15.286,15.725,16.339,16.530,16.872,17.236,17.336,17.166,17.676,17.914,18.189,18.238,18.229,18.302,18.312,18.283,18.283,18.258,18.320,18.355,18.364,18.365,18.380,18.385,18.385,18.402,18.385,18.384,18.374,18.404,18.409,18.409,18.389,18.339,18.328,18.494,18.500,18.501,18.563,18.551,18.518,18.456,18.439,18.440,18.453,18.425,18.414,18.413,18.392,18.377,18.363,18.337,18.313,18.349,18.337,18.387,18.450,18.464,18.526,18.384,18.364,18.375,18.370,18.373,18.373,18.349,18.337,18.331,18.333,18.276,18.275,18.311,18.287,18.268,18.264,18.227,18.158,18.134,18.122,17.949,17.878,17.776,17.781,17.795,17.785,17.681,17.551,17.462,17.363,17.559,17.691,17.682,17.769,17.868,17.947,18.111,18.169,18.171,18.142,18.153,17.911,18.139,18.257,18.287,18.344,17.383,16.981,16.466,16.154,15.928,15.686,15.592,15.354,15.246,14.872,14.295,13.909,13.877,13.999,14.502,15.617,15.917,16.767,16.675,16.989,17.210,17.475,17.595,17.633,17.777,17.950,18.014,17.865,17.892,17.480,16.817,16.792,16.994,15.721,15.899,14.932,14.176,13.604,13.021,12.708,11.971,10.693,10.242,9.528,13.203,18.333,17.230
\string51,1.767,2.067,2.854,4.318,4.479,6.293,1.571,1.070,0.521,0,0.725,1.332,1.698,1.773,2.420,3.288,3.908,3.267,2.306,2.396,4.745,5.016,5.801,5.891,6.365,6.727,6.791,6.489,6.624,7.167,7.359,7.702,8.097,8.198,8.367,8.581,8.004,8.161,8.370,8.034,7.949,7.907,7.877,6.494,6.077,9.516,10.041,10.062,15.181,15.628,16.276,16.460,16.796,17.182,17.305,17.128,17.663,17.929,18.227,18.260,18.245,18.325,18.335,18.292,18.286,18.258,18.325,18.360,18.393,18.400,18.425,18.432,18.431,18.455,18.428,18.427,18.415,18.452,18.458,18.458,18.434,18.375,18.361,18.557,18.566,18.569,18.641,18.634,18.596,18.519,18.510,18.521,18.539,18.509,18.496,18.497,18.471,18.456,18.446,18.428,18.413,18.449,18.445,18.504,18.548,18.559,18.632,18.455,18.429,18.433,18.424,18.424,18.420,18.392,18.385,18.383,18.391,18.345,18.345,18.387,18.369,18.355,18.361,18.333,18.275,18.252,18.246,18.067,17.994,17.900,17.909,17.923,17.917,17.809,17.675,17.594,17.498,17.671,17.800,17.793,17.869,17.956,18.033,18.190,18.249,18.251,18.230,18.253,18.015,18.206,18.306,18.335,18.381,17.491,17.120,16.633,16.327,16.102,15.859,15.771,15.530,15.437,15.081,14.521,14.147,14.101,14.218,14.690,15.777,16.068,16.872,16.847,17.155,17.378,17.640,17.754,17.785,17.926,18.094,18.163,18.023,18.056,17.655,17.031,17.025,17.239,15.943,16.094,15.181,14.458,13.884,13.271,12.942,12.248,10.938,10.489,9.786,13.365,18.499,17.219
