59,2
Augsburg,87.62906760829939,-19.9868644026907
Bielefeld,-57.55747291537012,-5.226939964644568
Bochum,-48.42160789879605,29.08188064024861
Bremen,-93.89968677516502,-23.81333447870236
Darmstadt,19.5099764426048,15.49669758061446
Essen,-48.85610312130027,34.33361232272509
Freiburg,77.82948347363383,55.76785120559204
Giessen,-8.548998653762496,8.326014583590007
Hamburg,-104.2293073976642,-53.51795352066863
Hannover,-62.3841876412257,-35.73849078678088
Heilbronn,50.37295409180971,12.79190505328855
Kaiserslautern,30.05968151513298,41.22694693414076
Karlsruhe,48.39011396579837,30.79226701736458
Kassel,-26.80316012556697,-18.44697436528982
Kempten,107.6303382293748,2.33990972224682
Koblenz,-5.439736479024163,34.13134248970483
Koeln,-33.11539992003127,40.62902189718781
Landshut,88.67170546515578,-53.23321913631987
Lichtenfels,27.34405243943034,-41.31205874541963
Mainz,11.18302803525761,23.34144690023797
Muenchen,100.8498342488285,-33.15381127107977
Muenster,-61.88134633162531,14.03132318761796
Neuss,-43.04919839676438,42.98019338204347
Nuernburg,51.42888718290271,-35.42323848133763
Oldenburg,-100.1183728306718,-12.16182135380041
Regensburg,72.42631624973255,-54.73827434816381
Rendsburg,-129.0954369657237,-53.50615538909897
Stuttgart,60.93277467186703,15.72274157798867
Ulm,81.3485569808841,2.92016141244855
Wuerzburg,30.67187574689026,-12.32679702296394
Aachen,-31.54800348870034,61.11183515659981
Ansbach,49.50651952052586,-20.5590016657491
Aschaffenburg,19.35765916466105,9.159641945392805
Bamberg,32.91154314118216,-35.68891635113565
Bayreuth,35.88207657778669,-46.11828351704727
Bonn,-22.75386737899057,40.74111754996682
Braunschweig,-52.74425000635409,-51.77202846991577
Bremen,-101.2099315206491,-22.93388264842944
Coburg,21.83022832139732,-40.85086025089515
Dortmund,-46.80107036156019,19.41223903805792
Duesseldorf,-43.26793178697353,40.0661843026249
Duisburg,-49.94399880121057,41.42799124370107
Erlangen,46.16963902961493,-35.19947318891919
Frankfurt,10.76286216929684,13.99946061304487
Fulda,3.049064559494719,-14.05593637237264
Fuerth,49.7024315965087,-32.87886054755619
Gelsen-Kirchen,-52.10928356558978,31.08900049233039
Gummersburg,-30.36388366200237,26.99589697251277
Hagen,-42.96539426325442,24.41630141583585
Hersbruck,52.79442654375751,-40.32167586073522
Ingolstadt,73.813735599297,-33.34784074238841
Kiel,-128.4341229472011,-63.43500942566907
Mannheim,32.28282466716156,25.05469651781788
Marburg,-15.65004152701575,4.335780215407531
Offenburg,61.50747654092431,46.9019936213978
Osnabrueck,-70.72343092152144,1.256898422240507
Reutlingen,69.59964505918765,18.30766972244824
Saarbruecken,26.87488853111148,60.05294334567826
Siegen,-20.40844168579577,21.5047358256765
