ORD,0,934,585,542,1209,1942,604.9999999999999,751,2181,2139,424
ATL,934,0,853,392.0352915487128,1770.166521553937,2600.931473960291,1262.410944964087,183.0430532092676,2499.519803903398,2701.530767337416,1355.944907793821
DCA,585,853,0,598,918,1748,1187,720,1736,1857,830
MSY,542,392.0352915487128,598,0,1492.788047956427,2304.041710195374,928.0955789866596,209.0068548308247,2329.527108074564,2440.931439448751,964.5255340844955
DEN,1209,1770.166521553937,918,1492.788047956427,0,835.6890540068974,1721.539099918847,1636.013270194536,1029.573483284463,949.6937358000935,1080.509650519604
JFK,1942,2600.931473960291,1748,2304.041710195374,835.6890540068974,0,2348.414720845297,2460.09989040663,991.8740538113152,351.5361831375316,1684.263968630593
BOS,604.9999999999999,1262.410944964087,1187,928.0955789866596,1721.539099918847,2348.414720845297,0,1100.736029681503,2733.678822877862,2596.542541058803,665.8379782337557
MIA,751,183.0430532092676,720,209.0068548308247,1636.013270194536,2460.09989040663,1100.736029681503,0,2415.244500690649,2576.975801597642,1173.239482836504
LAX,2181,2499.519803903398,1736,2329.527108074564,1029.573483284463,991.8740538113152,2733.678822877862,2415.244500690649,0,708.9713794371398,2107.411893300607
SFO,2139,2701.530767337416,1857,2440.931439448751,949.6937358000935,351.5361831375316,2596.542541058803,2576.975801597642,708.9713794371398,0,1931.442467441101
SEA,424,1355.944907793821,830,964.5255340844955,1080.509650519604,1684.263968630593,665.8379782337557,1173.239482836504,2107.411893300607,1931.442467441101,0
